Huffman Encoding Report (Word-Level)
Total Tokens: 2291808
Unique Symbols: 31615
================================================================================
Symbol               | Frequency  | Code                 | Bits Used
erthrown             | 6          | 000111111000100000   | 108
helmet               | 6          | 000111110000110111   | 108
Empress              | 6          | 000111111010000101   | 108
frustrate            | 6          | 010000000111000111   | 108
declining            | 6          | 000111111101011010   | 108
_Drawing             | 6          | 000111011111000011   | 108
bestrid              | 6          | 000111111110100001   | 108
extenuate            | 6          | 000111100010111011   | 108
Seleucus             | 6          | 000111101010101000   | 108
warmth               | 6          | 000111111001100001   | 108
untie                | 6          | 000111111001101011   | 108
trail                | 6          | 000111100010111010   | 108
Cottage              | 6          | 000111110000111001   | 108
Senior               | 6          | 000111110000000111   | 108
belonging            | 6          | 010000001011100010   | 108
pulled               | 6          | 000111010010101011   | 108
railed               | 6          | 000111010010101010   | 108
forward_             | 6          | 000111010010101000   | 108
trained              | 6          | 000111010110110111   | 108
challenger           | 6          | 010000000110100101   | 108
desirous             | 6          | 010000000110101010   | 108
adopted              | 6          | 010000000110100010   | 108
lifeless             | 6          | 010000010000000000   | 108
paths                | 6          | 000111101110001000   | 108
purgation            | 6          | 000111101101010111   | 108
outface              | 6          | 010000001011111100   | 108
icy                  | 6          | 010000001001111011   | 108
brooks               | 6          | 000111101100011111   | 108
venison              | 6          | 000111100110000101   | 108
brawls               | 6          | 010000000001111111   | 108
leathern             | 6          | 010000000001111110   | 108
hairy                | 6          | 010000000110001110   | 108
foster               | 6          | 010000000101101011   | 108
hearer               | 6          | 010000000110010001   | 108
ware                 | 6          | 000111101100011000   | 108
graze                | 6          | 000111100101000101   | 108
cottage              | 6          | 000111110110000101   | 108
feeder               | 6          | 000111110110000100   | 108
weasel               | 6          | 000111111100100001   | 108
Withal               | 6          | 000111110110000011   | 108
brutish              | 6          | 000111100110000011   | 108
Thinking             | 6          | 010000001001110111   | 108
theatre              | 6          | 010000000000111100   | 108
lined                | 6          | 000111110111000010   | 108
feigning             | 6          | 000111100011100101   | 108
extent               | 6          | 000111010111010010   | 108
incision             | 6          | 000111100011100011   | 108
rams                 | 6          | 000111100011100000   | 108
pated                | 6          | 000111101100000111   | 108
excepted             | 6          | 000111110011000011   | 108
cart                 | 6          | 000111110110001100   | 108
medlar               | 6          | 000111111011001010   | 108
Runs                 | 6          | 000111101010111101   | 108
erring               | 6          | 000111101010111100   | 108
cipher               | 6          | 000111110010010000   | 108
forester             | 6          | 000111101101000111   | 108
skirts               | 6          | 000111011100101110   | 108
finer                | 6          | 000111100011000011   | 108
consciences          | 6          | 000111110111001010   | 108
observing            | 6          | 000111100011001111   | 108
village              | 6          | 000111100011001101   | 108
turf                 | 6          | 000111101110011010   | 108
butchers             | 6          | 000111110100010001   | 108
cream                | 6          | 000111100001110110   | 108
Wherever             | 6          | 000111100001110101   | 108
quittance            | 6          | 000111111110010001   | 108
drunkards            | 6          | 000111100001100011   | 108
_If                  | 6          | 000111111110001101   | 108
stairs               | 6          | 000111011100010111   | 108
incontinent          | 6          | 000111011100010110   | 108
Phoebe_              | 6          | 000111011100111001   | 108
Silvius_             | 6          | 000111011100111101   | 108
hoarse               | 6          | 000111011100111111   | 108
allies               | 6          | 000111100000110000   | 108
bushes               | 6          | 010000000000101010   | 108
insinuate            | 6          | 010000000000101000   | 108
liked                | 6          | 010000000100101001   | 108
Schoolmaster         | 6          | 000111100101001100   | 108
confiscate           | 6          | 010000000100100000   | 108
Drew                 | 6          | 000111011001001010   | 108
obscured             | 6          | 010000000000100000   | 108
embrac               | 6          | 000111101101100100   | 108
violently            | 6          | 000111110010011111   | 108
fishermen            | 6          | 000111110010011110   | 108
homeward             | 6          | 000111111100000001   | 108
prolong              | 6          | 000111111100000000   | 108
importun             | 6          | 000111011100110011   | 108
buildings            | 6          | 010000000111010111   | 108
sconce               | 6          | 010000000001111101   | 108
bridle               | 6          | 000111111011111110   | 108
asses                | 6          | 010000001001110110   | 108
_Beats               | 6          | 000111111000011001   | 108
contagion            | 6          | 010000000001110011   | 108
ivy                  | 6          | 010000000111110101   | 108
brier                | 6          | 010000000111110100   | 108
sot                  | 6          | 000111011101000101   | 108
Sleeping             | 6          | 010000000001001011   | 108
Marian               | 6          | 010000000010100010   | 108
Luce                 | 6          | 010000000010010100   | 108
ruinous              | 6          | 010000000111100111   | 108
brags                | 6          | 010000000001001001   | 108
Less                 | 6          | 000111100110011111   | 108
decline              | 6          | 010000000010011101   | 108
tallow               | 6          | 000111111111011111   | 108
whiteness            | 6          | 000111011010010000   | 108
Pleaseth             | 6          | 000111111000100111   | 108
vitae                | 6          | 000111111100100111   | 108
meteors              | 6          | 000111010110011100   | 108
shapeless            | 6          | 000111011010000011   | 108
rested               | 6          | 000111011001110100   | 108
bespeak              | 6          | 000111101110000001   | 108
suborn               | 6          | 000111111111110110   | 108
Money                | 6          | 010000000110110111   | 108
rag                  | 6          | 000111101111100001   | 108
creditor             | 6          | 000111011101111100   | 108
prostrate            | 6          | 010000001010011101   | 108
scorch               | 6          | 010000001000110010   | 108
ire                  | 6          | 000111110101011000   | 108
Forsooth             | 6          | 000111111101011111   | 108
sham                 | 6          | 000111101011101100   | 108
_All                 | 6          | 000111110010101011   | 108
twin                 | 6          | 010000000101101110   | 108
apartment            | 6          | 010000000110000101   | 108
Forum                | 6          | 000111100011111101   | 108
Patricians           | 6          | 000111011100000010   | 108
clubs                | 6          | 000111110110000111   | 108
inventory            | 6          | 000111100010100001   | 108
within_              | 6          | 000111110110010111   | 108
usurers              | 6          | 010000000010110110   | 108
established          | 6          | 000111110110001101   | 108
fitly                | 6          | 000111101010111001   | 108
accusers             | 6          | 000111101010110011   | 108
oaks                 | 6          | 000111110001110001   | 108
Win                  | 6          | 000111111111010110   | 108
insurrection         | 6          | 000111111111010111   | 108
disdains             | 6          | 010000000111010000   | 108
Fame                 | 6          | 000111100000110011   | 108
hitherward           | 6          | 010000000000100011   | 108
threshold            | 6          | 000111011100100110   | 108
Verily               | 6          | 000111100100000001   | 108
cloven               | 6          | 000111010001111010   | 108
Following            | 6          | 000111100110101101   | 108
issued               | 6          | 010000001010100010   | 108
Held                 | 6          | 000111101000001100   | 108
fawning              | 6          | 000111110000001101   | 108
applied              | 6          | 000111100001000011   | 108
stride               | 6          | 000111100101001111   | 108
Cornets              | 6          | 010000000010001010   | 108
censured             | 6          | 000111110110101100   | 108
magistrates          | 6          | 000111010111111101   | 108
gash                 | 6          | 000111111000100011   | 108
variable             | 6          | 010000010000011110   | 108
popular              | 6          | 000111101101011100   | 108
throngs              | 6          | 010000000011111100   | 108
authorities          | 6          | 000111010110100001   | 108
Commons              | 6          | 000111100110001001   | 108
cushions             | 6          | 000111100110001000   | 108
supple               | 6          | 000111010110011011   | 108
drove                | 6          | 000111100101010000   | 108
gan                  | 6          | 000111010111110011   | 108
reeking              | 6          | 000111100101010011   | 108
acting               | 6          | 000111100101011100   | 108
dews                 | 6          | 000111100101011001   | 108
customary            | 6          | 000111110100011101   | 108
potency              | 6          | 000111111010110010   | 108
disclaim             | 6          | 000111110010110011   | 108
cockle               | 6          | 000111101001010000   | 108
reckless             | 6          | 010000000101010110   | 108
erwhelm              | 6          | 000111111111110100   | 108
arithmetic           | 6          | 000111101100000001   | 108
ounce                | 6          | 000111101111101011   | 108
humane               | 6          | 000111110011001010   | 108
yawn                 | 6          | 000111111101100011   | 108
citizen              | 6          | 010000001001011101   | 108
contrived            | 6          | 000111101000110100   | 108
sentenced            | 6          | 000111010111101101   | 108
boats                | 6          | 010000000111111010   | 108
Showed               | 6          | 010000000111111000   | 108
accompany            | 6          | 010000001010010110   | 108
bits                 | 6          | 000111101110111000   | 108
daws                 | 6          | 000111011001010110   | 108
Serve                | 6          | 000111101000110010   | 108
dastard              | 6          | 000111111101011001   | 108
Mistake              | 6          | 000111111101011000   | 108
mellow               | 6          | 010000001010100101   | 108
Deserve              | 6          | 010000001010100100   | 108
obeys                | 6          | 010000001000110110   | 108
expel                | 6          | 010000000001000010   | 108
disposing            | 6          | 010000000110111001   | 108
verified             | 6          | 000111111000101110   | 108
tumbled              | 6          | 010000001000111010   | 108
Fresh                | 6          | 010000001000111001   | 108
obstinate            | 6          | 000111110010010101   | 108
colder               | 6          | 000111110001000101   | 108
thankfulness         | 6          | 010000000111001001   | 108
pawned               | 6          | 000111101101110111   | 108
stooping             | 6          | 000111101101110110   | 108
accomplish           | 6          | 000111101000101111   | 108
blushed              | 6          | 010000000001010001   | 108
apartments           | 6          | 000111101000101101   | 108
deceas               | 6          | 000111011111100101   | 108
Puts                 | 6          | 000111011111100100   | 108
reserv               | 6          | 000111101101110001   | 108
bracelet             | 6          | 000111111111101010   | 108
carcass              | 6          | 010000001000100100   | 108
reflection           | 6          | 010000000110000111   | 108
arbitrement          | 6          | 000111110110001110   | 108
mistresses           | 6          | 000111110110001111   | 108
convince             | 6          | 000111010100111101   | 108
_Presenting          | 6          | 000111010100111011   | 108
drug                 | 6          | 000111011011011011   | 108
soe                  | 6          | 000111011100010101   | 108
infinitely           | 6          | 000111011100010100   | 108
unsatisfied          | 6          | 000111010100111000   | 108
Exceeding            | 6          | 010000000001110000   | 108
empery               | 6          | 000111100010011011   | 108
exhibition           | 6          | 000111100010011010   | 108
ventures             | 6          | 000111100010011001   | 108
crickets             | 6          | 010000000010011010   | 108
waken                | 6          | 010000000010011110   | 108
lids                 | 6          | 000111100011011111   | 108
dawning              | 6          | 000111100111110110   | 108
Day                  | 6          | 000111011101111110   | 108
forbearance          | 6          | 010000000100110110   | 108
winner               | 6          | 000111111100110000   | 108
Town                 | 6          | 010000000110111010   | 108
adultery             | 6          | 000111110111010111   | 108
serviceable          | 6          | 000111110111010110   | 108
Lovers               | 6          | 000111010100101001   | 108
ensues               | 6          | 000111110011100011   | 108
sharper              | 6          | 000111010010110000   | 108
haviour              | 6          | 010000000101001101   | 108
heresy               | 6          | 000111111000001000   | 108
Woman                | 6          | 000111101110100011   | 108
Forget               | 6          | 000111111000000001   | 108
Severn               | 6          | 000111101101101101   | 108
constantly           | 6          | 000111110000101110   | 108
diligent             | 6          | 000111011000111110   | 108
reliev               | 6          | 000111011000111100   | 108
Gold                 | 6          | 000111101101101110   | 108
sociable             | 6          | 000111011111010010   | 108
Grow                 | 6          | 000111011000101101   | 108
rudeness             | 6          | 000111011000101000   | 108
primrose             | 6          | 000111011000101010   | 108
cine                 | 6          | 000111011000100110   | 108
Golden               | 6          | 000111011000010111   | 108
_Seeing              | 6          | 000111111001010011   | 108
Struck               | 6          | 000111101101101001   | 108
stirr                | 6          | 000111111001010001   | 108
Sons                 | 6          | 000111111001011110   | 108
remaining            | 6          | 000111111001011101   | 108
skirmish             | 6          | 000111101110100000   | 108
subdu                | 6          | 000111100010010000   | 108
preservation         | 6          | 000111011010100110   | 108
Forthwith            | 6          | 000111110000011111   | 108
attired              | 6          | 000111110011110100   | 108
fealty               | 6          | 010000010000111010   | 108
descends             | 6          | 000111111001000010   | 108
sulphurous           | 6          | 000111101000010010   | 108
_Waking              | 6          | 000111101000010101   | 108
Hanging              | 6          | 000111101101100101   | 108
foam                 | 6          | 000111110000000010   | 108
benediction          | 6          | 000111110100000000   | 108
covering             | 6          | 010000000110100000   | 108
starting             | 6          | 010000000010110100   | 108
worlds               | 6          | 000111010010101111   | 108
declare              | 6          | 010000000110001001   | 108
altars               | 6          | 000111011100000111   | 108
ensign               | 6          | 010000000101101010   | 108
CLAUDIUS             | 6          | 000111011100001111   | 108
Francisco            | 6          | 010000001001110101   | 108
bodes                | 6          | 000111011101101101   | 108
foresaid             | 6          | 000111100011100010   | 108
clad                 | 6          | 000111011100101011   | 108
Voltemand            | 6          | 000111100011000010   | 108
dropping             | 6          | 000111101010110000   | 108
obligation           | 6          | 000111101110011001   | 108
Hyperion             | 6          | 000111111111000011   | 108
Armed                | 6          | 000111110100100001   | 108
beaver               | 6          | 000111111110001100   | 108
bawds                | 6          | 000111010101111111   | 108
stung                | 6          | 010000000100110010   | 108
_Hic                 | 6          | 000111111001010110   | 108
distant              | 6          | 000111100111110101   | 108
usual                | 6          | 000111100111110001   | 108
quaintly             | 6          | 010000000111101011   | 108
tennis               | 6          | 000111010100100110   | 108
affrighted           | 6          | 010000001001100101   | 108
Moreover             | 6          | 000111100111001011   | 108
transformation       | 6          | 000111101010101011   | 108
griev                | 6          | 010000000001111100   | 108
dominions            | 6          | 010000000110000000   | 108
firmament            | 6          | 000111011001001011   | 108
player               | 6          | 010000001011011001   | 108
Rebellious           | 6          | 010000000000110110   | 108
chronicles           | 6          | 000111101101011001   | 108
Confound             | 6          | 000111010110011110   | 108
inclin               | 6          | 000111101010010010   | 108
pagan                | 6          | 000111101111101110   | 108
reform               | 6          | 010000000000001110   | 108
Vulcan               | 6          | 010000000000000110   | 108
Danish               | 6          | 000111110011001111   | 108
embracing            | 6          | 000111111101110110   | 108
Directly             | 6          | 010000001000111111   | 108
devices              | 6          | 000111101000100101   | 108
boist                | 6          | 010000001010100110   | 108
ducat                | 6          | 010000001000111101   | 108
bat                  | 6          | 000111111111101101   | 108
marshal              | 6          | 000111101000101010   | 108
unsure               | 6          | 000111010100111010   | 108
importunate          | 6          | 000111011011011010   | 108
straws               | 6          | 000111111111000111   | 108
nods                 | 6          | 000111111111000110   | 108
jointly              | 6          | 000111010001110011   | 108
horseback            | 6          | 000111101000111000   | 108
Drown                | 6          | 000111110011100111   | 108
melodious            | 6          | 000111111000011110   | 108
carpenter            | 6          | 000111101101101100   | 108
claw                 | 6          | 000111011000111111   | 108
quillets             | 6          | 000111011111010011   | 108
lain                 | 6          | 000111111000010110   | 108
beer                 | 6          | 010000000101000111   | 108
PRIEST               | 6          | 000111101101101000   | 108
wheaten              | 6          | 000111111000101100   | 108
Osric                | 6          | 000111101000010011   | 108
palpable             | 6          | 000111010111111000   | 108
Road                 | 6          | 010000000000111000   | 108
Boar                 | 6          | 010000001000111000   | 108
Tavern               | 6          | 000111110110010100   | 108
Rebel                | 6          | 010000000000111011   | 108
winded               | 6          | 000111111111000010   | 108
shock                | 6          | 000111100000110101   | 108
Welshman             | 6          | 000111111100011100   | 108
uneven               | 6          | 010000000000101100   | 108
unwelcome            | 6          | 000111101101000000   | 108
obtaining            | 6          | 000111111011101100   | 108
madcap               | 6          | 010000000110100110   | 108
reformation          | 6          | 000111101010110001   | 108
leaning              | 6          | 000111111100010011   | 108
Whatever             | 6          | 000111100001100001   | 108
discarded            | 6          | 000111011001110011   | 108
wasp                 | 6          | 000111101100101001   | 108
_within              | 6          | 010000000101011111   | 108
brawling             | 6          | 010000001010010111   | 108
bewitched            | 6          | 000111101110111010   | 108
colt                 | 6          | 000111101000110001   | 108
caterpillars         | 6          | 000111101000100010   | 108
Thieves              | 6          | 000111110000100111   | 108
Villains             | 6          | 010000001010001001   | 108
sincerity            | 6          | 010000000110111110   | 108
during               | 6          | 000111111111101110   | 108
pennyworth           | 6          | 000111101000101011   | 108
downstairs           | 6          | 000111010100111111   | 108
nether               | 6          | 010000000011010111   | 108
listening            | 6          | 000111010110100010   | 108
Began                | 6          | 000111010110100011   | 108
Lucifer              | 6          | 000111010100101000   | 108
comest               | 6          | 000111111000011111   | 108
cleanly              | 6          | 010000000101001110   | 108
Banish               | 6          | 000111011111000101   | 108
strangled            | 6          | 010000000101001011   | 108
pockets              | 6          | 010000000101000000   | 108
cavil                | 6          | 000111111110100011   | 108
inside               | 6          | 010000000000111110   | 108
maintained           | 6          | 000111011111111110   | 108
womanhood            | 6          | 000111010110100110   | 108
hood                 | 6          | 010000010000001001   | 108
Maid                 | 6          | 000111100101100100   | 108
tractable            | 6          | 010000001001010100   | 108
Temple               | 6          | 000111110110111011   | 108
barons               | 6          | 000111111000011010   | 108
lag                  | 6          | 000111111000000000   | 108
swarm                | 6          | 000111110000100010   | 108
advisedly            | 6          | 000111111001010000   | 108
befriend             | 6          | 000111111001000100   | 108
bestride             | 6          | 000111110000011110   | 108
unlooked             | 6          | 000111100011101110   | 108
brittle              | 6          | 000111011101000000   | 108
MOULDY               | 6          | 000111011110001001   | 108
BULLCALF             | 6          | 010000000110110100   | 108
Morton               | 6          | 000111011110000101   | 108
bishop               | 6          | 000111011111000001   | 108
washing              | 6          | 000111101010011010   | 108
pottle               | 6          | 000111011111101000   | 108
Became               | 6          | 010000001001010001   | 108
swagger              | 6          | 000111111101000011   | 108
Dumb                 | 6          | 000111111011010110   | 108
prunes               | 6          | 000111100110000110   | 108
groat                | 6          | 000111101011111000   | 108
driving              | 6          | 000111101011111010   | 108
Nine                 | 6          | 000111101011111101   | 108
baboon               | 6          | 000111101101100110   | 108
Tewksbury            | 6          | 010000010000101001   | 108
roast                | 6          | 000111100100010101   | 108
nightgown            | 6          | 000111010010110100   | 108
hips                 | 6          | 000111101011100101   | 108
viewing              | 6          | 000111101011100100   | 108
esquire              | 6          | 000111110011110010   | 108
hammer               | 6          | 000111011111011110   | 108
quiver               | 6          | 000111111110100100   | 108
schedule             | 6          | 000111101010101111   | 108
rocky                | 6          | 000111110000101011   | 108
united               | 6          | 000111111001100010   | 108
Retreat              | 6          | 000111010010110101   | 108
congealed            | 6          | 000111111011010111   | 108
immodest             | 6          | 000111110000000100   | 108
divorced             | 6          | 010000001011100111   | 108
impartial            | 6          | 010000001011100000   | 108
inflame              | 6          | 000111111000000100   | 108
Southampton          | 6          | 000111101001110100   | 108
CAMBRIDGE            | 6          | 000101110100111111   | 108
ERPINGHAM            | 6          | 000101110100111110   | 108
RAMBURES             | 6          | 000111110000000000   | 108
ISABEL               | 6          | 000111111000000011   | 108
receiving            | 6          | 000101110100111100   | 108
prevention           | 6          | 000111010110110100   | 108
unloose              | 6          | 000111010110110010   | 108
opened               | 6          | 000111101010011100   | 108
Germany              | 6          | 000111110001011010   | 108
defended             | 6          | 010000000110100111   | 108
Playing              | 6          | 000111100110011011   | 108
pillage              | 6          | 010000000011111101   | 108
Confirm              | 6          | 000111010010101101   | 108
brotherhood          | 6          | 010000000011110111   | 108
piety                | 6          | 000111101110001001   | 108
flea                 | 6          | 000111101010100110   | 108
smil                 | 6          | 010000000101110110   | 108
climbing             | 6          | 000111011100110111   | 108
Abate                | 6          | 010000001001111001   | 108
gud                  | 6          | 000111101100011110   | 108
Chrish               | 6          | 000111100110000100   | 108
ish                  | 6          | 010000001001111101   | 108
sall                 | 6          | 010000000110000011   | 108
career               | 6          | 000111101110000111   | 108
shrieking            | 6          | 000111101110000110   | 108
_Je                  | 6          | 000111101110000101   | 108
te                   | 6          | 000111101110000100   | 108
moi                  | 6          | 010000000110000001   | 108
Albion               | 6          | 000111101100011101   | 108
pridge               | 6          | 000111110011101001   | 108
restless             | 6          | 000111110011101011   | 108
Englishmen           | 6          | 000111111010011001   | 108
cripple              | 6          | 000111111010011000   | 108
Bids                 | 6          | 000111011100000000   | 108
Erpingham            | 6          | 000111100101000110   | 108
robbers              | 6          | 000111111010010010   | 108
outrun               | 6          | 000111111010010000   | 108
penitence            | 6          | 010000001001110100   | 108
exceptions           | 6          | 000111011100001101   | 108
basis                | 6          | 010000000000111101   | 108
provender            | 6          | 010000001001110001   | 108
flowing              | 6          | 000111011100100000   | 108
esteems              | 6          | 000111100011100110   | 108
Macedon              | 6          | 010000000101100110   | 108
Welshmen             | 6          | 000111011100100111   | 108
meads                | 6          | 000111111110111111   | 108
cited                | 6          | 000111111110111110   | 108
Sergeant             | 6          | 000111011100101101   | 108
churchmen            | 6          | 000111101010110010   | 108
wanteth              | 6          | 000111110100000111   | 108
tides                | 6          | 000111110100000110   | 108
pitched              | 6          | 000111110111001011   | 108
Fastolf              | 6          | 000111110111001001   | 108
massacre             | 6          | 000111110111001000   | 108
quell                | 6          | 000111110100000100   | 108
conspirator          | 6          | 010000000000110010   | 108
cuff                 | 6          | 000111110100101110   | 108
Accursed             | 6          | 000111101110010001   | 108
trump                | 6          | 000111101110010000   | 108
lightens             | 6          | 010000000101100001   | 108
chastise             | 6          | 000111110001110011   | 108
scap                 | 6          | 000111100001101011   | 108
dusky                | 6          | 000111100001100101   | 108
oratory              | 6          | 000111100001110111   | 108
gallery              | 6          | 000111011100011010   | 108
desolate             | 6          | 000111110001110000   | 108
Taste                | 6          | 000111111100100101   | 108
purblind             | 6          | 000111111110010111   | 108
apparell             | 6          | 000111111110010110   | 108
Weak                 | 6          | 010000000011010110   | 108
overborne            | 6          | 000111011011011101   | 108
hermit               | 6          | 000111100001100010   | 108
audacious            | 6          | 000111011011011110   | 108
hapless              | 6          | 000111110111101101   | 108
rung                 | 6          | 000111101011001101   | 108
entice               | 6          | 000111011011011000   | 108
broach               | 6          | 000111110111101010   | 108
righteous            | 6          | 000111110111101001   | 108
Writ                 | 6          | 000111110111101000   | 108
Order                | 6          | 000111100001000101   | 108
cunningly            | 6          | 000111101111011110   | 108
respite              | 6          | 000111101111011100   | 108
vulture              | 6          | 000111100000110110   | 108
fraud                | 6          | 000111111110001011   | 108
Hell                 | 6          | 000111011010101010   | 108
paramour             | 6          | 000111101111010001   | 108
Holiness             | 6          | 000111011010101001   | 108
cooling              | 6          | 000111111100011110   | 108
avaunt               | 6          | 000111011100111100   | 108
arrive               | 6          | 000111111110111101   | 108
ruler                | 6          | 000111111110111100   | 108
Fields               | 6          | 000111110010000111   | 108
bolder               | 6          | 000111100000110010   | 108
displeased           | 6          | 000111111100001110   | 108
circled              | 6          | 010000000100101000   | 108
preferred            | 6          | 000111111100001010   | 108
treasury             | 6          | 000111100001101111   | 108
unmeet               | 6          | 010000000100100011   | 108
Southwell            | 6          | 010000000100100010   | 108
duchess              | 6          | 000111101101000001   | 108
screech              | 6          | 010000000100100001   | 108
Gloucester_          | 6          | 010000000000100010   | 108
gowns                | 6          | 010000000000100001   | 108
supplant             | 6          | 000111110010011100   | 108
downfall             | 6          | 000111111100000011   | 108
rancour              | 6          | 000111011100110010   | 108
Sharp                | 6          | 000111111011010101   | 108
Unworthy             | 6          | 010000001000011011   | 108
contradict           | 6          | 010000001000011001   | 108
Poison               | 6          | 000111011011000010   | 108
prospect             | 6          | 000111011101110111   | 108
blinded              | 6          | 000111111011100110   | 108
Whitmore             | 6          | 000111111011100101   | 108
waft                 | 6          | 000111101111000101   | 108
mill                 | 6          | 010000000001011010   | 108
provokes             | 6          | 010000001000001000   | 108
advertised           | 6          | 010000001000001111   | 108
Neapolitan           | 6          | 000111111110010000   | 108
flax                 | 6          | 000111100100100100   | 108
MONTGOMERY           | 6          | 000111011010010001   | 108
winding              | 6          | 000111010101101001   | 108
stamps               | 6          | 010000000001100100   | 108
Whenas               | 6          | 000111011001100011   | 108
viewed               | 6          | 000111100110110001   | 108
anguish              | 6          | 000111100101100001   | 108
clouded              | 6          | 010000010000100111   | 108
games                | 6          | 000111011001111000   | 108
Richard_             | 6          | 000111100110100010   | 108
artificial           | 6          | 000111110100110010   | 108
lastly               | 6          | 010000000010111111   | 108
thicket              | 6          | 010000000101011110   | 108
preposterous         | 6          | 000111100100101000   | 108
armours              | 6          | 000111010001110100   | 108
CAPUTIUS             | 6          | 000111101111101000   | 108
ABERGAVENNY          | 6          | 010000000111101110   | 108
allied               | 6          | 000111110101001101   | 108
Brandon              | 6          | 000111110111011000   | 108
monk                 | 6          | 000111101111001101   | 108
grievance            | 6          | 000111100111101111   | 108
putter               | 6          | 000111100111101101   | 108
Hautboys             | 6          | 000111100111111100   | 108
extremely            | 6          | 000111100111100000   | 108
secretary            | 6          | 000111110101010010   | 108
hypocrisy            | 6          | 000111111001100000   | 108
implore              | 6          | 000111110010101010   | 108
flatteries           | 6          | 000111010111111011   | 108
Bade                 | 6          | 000111100011110010   | 108
discovers            | 6          | 000111011110011010   | 108
Swinstead            | 6          | 000111101110011011   | 108
CHATILLION           | 6          | 000111101110011110   | 108
knightly             | 6          | 000111110100100111   | 108
vehement             | 6          | 000111110100100000   | 108
securely             | 6          | 000111101101000011   | 108
festival             | 6          | 010000000111010110   | 108
glittering           | 6          | 000111101000011001   | 108
Pandulph             | 6          | 000111101111000010   | 108
Stephen              | 6          | 000111101000111011   | 108
tempts               | 6          | 000111011011001011   | 108
Grandam              | 6          | 000111100111110111   | 108
detestable           | 6          | 000111011101000110   | 108
tore                 | 6          | 000111011001000100   | 108
grievously           | 6          | 000111101110001110   | 108
droop                | 6          | 000111101010000110   | 108
limited              | 6          | 010000001000100000   | 108
eyeless              | 6          | 000111110000110101   | 108
Sardis               | 6          | 000111101011101110   | 108
LIGARIUS             | 6          | 010000001001111110   | 108
METELLUS             | 6          | 010000000110000100   | 108
PINDARUS             | 6          | 000111110110000110   | 108
COBBLER              | 6          | 010000000000111001   | 108
refus                | 6          | 000111111100010000   | 108
Stir                 | 6          | 000111111100001011   | 108
Fates                | 6          | 000111110100101111   | 108
Fled                 | 6          | 000111011001100010   | 108
unkindly             | 6          | 000111010101010110   | 108
Clitus               | 6          | 000111010110100111   | 108
professed            | 6          | 000111010110011001   | 108
Monster              | 6          | 000111101101001111   | 108
unusual              | 6          | 000111111100110101   | 108
childhood            | 6          | 000111111011111001   | 108
dues                 | 6          | 000111111011111000   | 108
Few                  | 6          | 000111100101000011   | 108
pities               | 6          | 000111111011110110   | 108
raineth              | 6          | 000111100001011101   | 108
rails                | 6          | 010000000000000111   | 108
costard              | 6          | 000111110011001100   | 108
Study                | 6          | 000111101000111110   | 108
soever               | 6          | 010000001001011111   | 108
damsel               | 6          | 000111101000110101   | 108
quote                | 6          | 010000000111111011   | 108
gazes                | 6          | 000111010100100000   | 108
plantain             | 6          | 000111101100010100   | 108
letter_              | 6          | 000111101100010000   | 108
Holofernes           | 6          | 000111101000100100   | 108
pricket              | 6          | 010000000111000110   | 108
Ethiope              | 6          | 010000001010011110   | 108
teen                 | 6          | 000111010100101110   | 108
cog                  | 6          | 010000001010001000   | 108
pedlar               | 6          | 010000001001101011   | 108
Alisander            | 6          | 000111100010011110   | 108
Wood                 | 6          | 000111111001100101   | 108
MENTEITH             | 6          | 000111111001100100   | 108
SEYTON               | 6          | 010000001001000001   | 108
Witches              | 6          | 010000001010010101   | 108
thane                | 6          | 000111010110001010   | 108
sailor               | 6          | 000111010100101011   | 108
Weird                | 6          | 000111111100100010   | 108
brew                 | 6          | 000111100000100010   | 108
yew                  | 6          | 000111101000101100   | 108
monastery            | 6          | 010000001000100101   | 108
Isabella_            | 6          | 000111111100100100   | 108
Arragon              | 6          | 000111010001110010   | 108
grossness            | 6          | 000111111010110101   | 108
quarrelling          | 6          | 000111101010000100   | 108
Daniel               | 6          | 000111101000111001   | 108
Abraham              | 6          | 010000010000110111   | 108
Vat                  | 6          | 000111110011100110   | 108
Fate                 | 6          | 000111110011101100   | 108
Brentford            | 6          | 000111011111010001   | 108
_Lies                | 6          | 010000000101000001   | 108
enjoyed              | 6          | 000111111000010100   | 108
MUSTARDSEED          | 6          | 000111011000100111   | 108
Snug                 | 6          | 010000000101000101   | 108
Starveling           | 6          | 010000000101000100   | 108
FAIRY                | 6          | 000111011000010101   | 108
prettily             | 6          | 000111111001011100   | 108
Peaseblossom         | 6          | 000111111001000101   | 108
release              | 6          | 010000010000111101   | 108
groves               | 6          | 010000010000111100   | 108
lighter              | 6          | 000111111000001101   | 108
mo                   | 6          | 000111110000001111   | 108
babbling             | 6          | 000111101011101000   | 108
Rhodes               | 6          | 000111010110110011   | 108
echoes               | 6          | 000111110111000011   | 108
lodges               | 6          | 000111100011101101   | 108
Willoughby           | 6          | 000111100010101000   | 108
GARDENER             | 6          | 000111110110000010   | 108
giver                | 6          | 000111101100000110   | 108
ABRAM                | 6          | 000111101111111011   | 108
Montagues            | 6          | 000111011110001000   | 108
hoar                 | 6          | 010000001000100001   | 108
basin                | 6          | 000111101011100111   | 108
coral                | 6          | 000111111111101111   | 108
Minola               | 6          | 000111101000101000   | 108
