Huffman Encoding Report (Word-Level)
Total Tokens: 2291808
Unique Symbols: 31615
================================================================================
Symbol               | Frequency  | Code                 | Bits Used
interprets           | 2          | 01111110000110101110 | 40
Rot                  | 2          | 10000001101011011100 | 40
Filth                | 2          | 10000010000011111110 | 40
seashore             | 2          | 01111111100100111010 | 40
PHILEMON             | 2          | 01111110100111011011 | 40
Dispersedly          | 2          | 10000001101011001001 | 40
clothed              | 2          | 01111111110010011111 | 40
inflamed             | 2          | 01111111110010011110 | 40
ssayed               | 2          | 10000000100100001110 | 40
faithfulness         | 2          | 01111111110010011101 | 40
chime                | 2          | 01111111110010011100 | 40
defiling             | 2          | 10000001000010100000 | 40
Peaceful             | 2          | 01111101100000110000 | 40
protector            | 2          | 01111101100011001101 | 40
Husht                | 2          | 01111101011010110100 | 40
digs                 | 2          | 10000000100100001001 | 40
favourers            | 2          | 01111111110010010101 | 40
untutor              | 2          | 01111111110010010100 | 40
Build                | 2          | 10000000101011001000 | 40
misers               | 2          | 10000010001001011010 | 40
tumbles              | 2          | 01111101100011111001 | 40
tourney              | 2          | 10000001010110100011 | 40
vails                | 2          | 01111110111100001000 | 40
gat                  | 2          | 01111101101101011101 | 40
mihi                 | 2          | 01111101101101011100 | 40
por                  | 2          | 01111110011001000011 | 40
_Me                  | 2          | 10000000110001101111 | 40
artist               | 2          | 01111110101001010000 | 40
countervail          | 2          | 01111101101101010110 | 40
Bereft               | 2          | 01111111111011011111 | 40
strictly             | 2          | 01111101110101001011 | 40
Loath                | 2          | 01111101000101011110 | 40
drouth               | 2          | 01111101011010101010 | 40
hastes               | 2          | 10000000110001001001 | 40
Omit                 | 2          | 10000001001100010101 | 40
seaman               | 2          | 10000000100010001000 | 40
Vie                  | 2          | 01111101110101001110 | 40
childbed             | 2          | 10000001001100010011 | 40
belching             | 2          | 10000001001100010010 | 40
humming              | 2          | 10000001010110111010 | 40
bitumed              | 2          | 10000001010110111001 | 40
mariner              | 2          | 10000001010110111000 | 40
Persons              | 2          | 10000000100100101100 | 40
pothecary            | 2          | 01111101110101110111 | 40
immortality          | 2          | 01111111101010001111 | 40
boxes                | 2          | 10000001101001100110 | 40
cloths               | 2          | 01111111101010001100 | 40
shafts               | 2          | 01111110011110000110 | 40
sleided              | 2          | 01111110110101000010 | 40
hurting              | 2          | 01111110111100000100 | 40
yellows              | 2          | 01111101100000111010 | 40
marigolds            | 2          | 10000001101001100001 | 40
pierces              | 2          | 10000001101001100000 | 40
Blame                | 2          | 01111101000101010001 | 40
ropes                | 2          | 10000000100000010111 | 40
trebles              | 2          | 10000000100000010011 | 40
Performance          | 2          | 01111101110101100110 | 40
wrens                | 2          | 01111101110101100100 | 40
superstitiously      | 2          | 10000000111010111010 | 40
steerage             | 2          | 01111101110101100001 | 40
departs              | 2          | 01111101110101100000 | 40
vestals              | 2          | 10000000101101101000 | 40
cheapest             | 2          | 01111101101010111110 | 40
womankind            | 2          | 01111101010100000110 | 40
weave                | 2          | 01111101010100000100 | 40
pupils               | 2          | 10000000010110100111 | 40
strived              | 2          | 10000001011011001010 | 40
effectless           | 2          | 01111101111000111000 | 40
graff                | 2          | 10000010000001101111 | 40
glows                | 2          | 01111110000110010010 | 40
cased                | 2          | 10000010000001101101 | 40
reporting            | 2          | 10000000100000000110 | 40
Modest               | 2          | 01111101100000001101 | 40
troubler             | 2          | 01111101100000001100 | 40
eftsoons             | 2          | 10000001011001000110 | 40
Virgins              | 2          | 10000000100000000011 | 40
Voice                | 2          | 10000000100000000010 | 40
oped                 | 2          | 01111110101110000100 | 40
Leaps                | 2          | 01111110101110000111 | 40
Flesh                | 2          | 01111110101110000110 | 40
oblations            | 2          | 10000001010101011111 | 40
Space                | 2          | 10000001010101011100 | 40
Wolds                | 2          | 01111101100001001101 | 40
HARRY                | 2          | 01111101100001001100 | 40
Groom                | 2          | 01111111000000101010 | 40
Face                 | 2          | 01111110100010011101 | 40
uglier               | 2          | 01111110100010011100 | 40
sacrificing          | 2          | 01111111000000100100 | 40
lieth                | 2          | 01111111110100011000 | 40
pathway              | 2          | 10000000101101100001 | 40
boundeth             | 2          | 01111111110100011101 | 40
Courageously         | 2          | 10000000101101100010 | 40
untuned              | 2          | 01111111110100100001 | 40
resounding           | 2          | 01111111001010001101 | 40
plaining             | 2          | 10000001101101011110 | 40
Plucked              | 2          | 01111111000000010001 | 40
lagging              | 2          | 10000001101101011101 | 40
miscall              | 2          | 01111111100001100111 | 40
Caucasus             | 2          | 01111111110100001100 | 40
wallow               | 2          | 01111111110100001111 | 40
rankle               | 2          | 01111111110100001110 | 40
Awaked               | 2          | 01111111110100001001 | 40
farewells            | 2          | 01111111001010001011 | 40
unstaid              | 2          | 10000001101101011010 | 40
Consuming            | 2          | 01111110000111001110 | 40
sceptered            | 2          | 10000001101101011000 | 40
raged                | 2          | 01111111011111101101 | 40
encaged              | 2          | 01111111011111101100 | 40
Presuming            | 2          | 10000001101101010110 | 40
chasing              | 2          | 10000001010100011010 | 40
unreverent           | 2          | 10000001010101101001 | 40
drunkenly            | 2          | 10000001010101101000 | 40
spilling             | 2          | 10000001010100011000 | 40
attorneys            | 2          | 10000001010100011100 | 40
severely             | 2          | 01111111011111100110 | 40
taxes                | 2          | 01111111011111100101 | 40
Divides              | 2          | 10000000110010111100 | 40
resigned             | 2          | 01111101010110100011 | 40
stewardship          | 2          | 10000000110010111001 | 40
gasping              | 2          | 01111110100010001111 | 40
deceivable           | 2          | 10000000110010110000 | 40
carver               | 2          | 10000001110100110010 | 40
hairless             | 2          | 01111101100101110001 | 40
scalps               | 2          | 01111101100101110000 | 40
unwieldy             | 2          | 01111111111011010111 | 40
destroying           | 2          | 10000001111101011010 | 40
graved               | 2          | 01111111111011010001 | 40
Infusing             | 2          | 01111110110110101011 | 40
Aumerle_             | 2          | 10000000001100101010 | 40
thund                | 2          | 01111110101111111010 | 40
track                | 2          | 01111110011101011001 | 40
Controlling          | 2          | 01111110011101011000 | 40
rushed               | 2          | 10000000101010100001 | 40
barbed               | 2          | 01111110101111111101 | 40
supportance          | 2          | 01111110000111010000 | 40
Adding               | 2          | 01111110101101011011 | 40
manual               | 2          | 01111101010111110010 | 40
Engage               | 2          | 10000000101011011001 | 40
unkinged             | 2          | 01111110101011011110 | 40
deposing             | 2          | 01111110111101011001 | 40
Pilate               | 2          | 01111110101101100010 | 40
shivers              | 2          | 01111110101101110101 | 40
Mounted              | 2          | 01111111111001110100 | 40
groaned              | 2          | 10000000110010101101 | 40
sheer                | 2          | 10000000110010101000 | 40
pardoning            | 2          | 10000001110101000111 | 40
mads                 | 2          | 01111110110110011011 | 40
Rode                 | 2          | 01111110111101010001 | 40
clapping             | 2          | 01111110111101010000 | 40
jauncing             | 2          | 01111101010100001001 | 40
quenching            | 2          | 01111101010100001010 | 40
spilled              | 2          | 10000000110010100011 | 40
Bennet               | 2          | 01111111111011000100 | 40
sprinkle             | 2          | 10000000110010100001 | 40
HERBERT              | 2          | 01111111101111111110 | 40
Pursuivant           | 2          | 10000010000000101000 | 40
Scrivener            | 2          | 01111111101111111001 | 40
libels               | 2          | 01111111111010110011 | 40
tempers              | 2          | 01111110011111100000 | 40
dubbed               | 2          | 01111101010110101000 | 40
brooked              | 2          | 01111110101111011000 | 40
lamentations         | 2          | 01111111010110101100 | 40
Prodigious           | 2          | 10000001110011111100 | 40
butcheries           | 2          | 01111110000111111010 | 40
exhales              | 2          | 10000000001010010010 | 40
deluge               | 2          | 01111111100010111101 | 40
Fairer               | 2          | 10000000101010101110 | 40
Aiming               | 2          | 10000001110011111001 | 40
stripling            | 2          | 10000010001011011101 | 40
stalled              | 2          | 01111111110011011011 | 40
bottled              | 2          | 01111111110011011010 | 40
dallies              | 2          | 01111111110011011001 | 40
franked              | 2          | 01111110110110001011 | 40
fatting              | 2          | 01111110110110001110 | 40
executioners         | 2          | 01111111110110101011 | 40
Methoughts           | 2          | 01111110110110001101 | 40
embarked             | 2          | 01111101010000011010 | 40
Inestimable          | 2          | 10000001100101100010 | 40
methoughts           | 2          | 01111111000011101001 | 40
requites             | 2          | 01111101100100000000 | 40
obstacles            | 2          | 01111111010101010010 | 40
Redeemer             | 2          | 01111111010101010101 | 40
Dissemble            | 2          | 01111111010101010100 | 40
Nearer               | 2          | 01111111100001111000 | 40
Children             | 2          | 01111101010001100101 | 40
Devised              | 2          | 01111111010110111101 | 40
unwept               | 2          | 01111111100001110101 | 40
Pitchers             | 2          | 10000000001101011110 | 40
complots             | 2          | 01111101010001010011 | 40
Rood                 | 2          | 10000001010000110010 | 40
exclaimed            | 2          | 01111111010110110000 | 40
distraught           | 2          | 01111101010101100011 | 40
Intending            | 2          | 01111101010101100010 | 40
Defend               | 2          | 10000000001011000111 | 40
unsuspected          | 2          | 10000000001011000110 | 40
Guildhall            | 2          | 10000000001011000000 | 40
Infer                | 2          | 01111110000010111011 | 40
hurled               | 2          | 01111110000010111100 | 40
disgracious          | 2          | 01111101010001011111 | 40
crazed               | 2          | 01111101010001011010 | 40
Despiteful           | 2          | 01111101010101001000 | 40
Grossly              | 2          | 10000001100111000110 | 40
unrespective         | 2          | 10000001100111000010 | 40
revolving            | 2          | 10000001100111000101 | 40
disturbers           | 2          | 10000001100111000001 | 40
fleshed              | 2          | 01111111101000010111 | 40
Wept                 | 2          | 01111111101000010110 | 40
Breton               | 2          | 01111101010001001111 | 40
thriving             | 2          | 01111101010001001110 | 40
_Sitting_            | 2          | 01111101010001000101 | 40
gapes                | 2          | 01111101010001001010 | 40
garish               | 2          | 01111111110011001001 | 40
succeeders           | 2          | 01111101010001001000 | 40
copious              | 2          | 01111111110011000110 | 40
unscarred            | 2          | 10000001010000110111 | 40
tackling             | 2          | 10000001010000110110 | 40
Sweetly              | 2          | 10000000010111111110 | 40
circling             | 2          | 01111110010110100110 | 40
bedfellows           | 2          | 10000001100010000011 | 40
erpast               | 2          | 01111111011000100010 | 40
Immaculate           | 2          | 10000000010111111100 | 40
hull                 | 2          | 10000000010111111001 | 40
dallied              | 2          | 10000001100010001101 | 40
goodnight            | 2          | 01111110011111011101 | 40
mista                | 2          | 01111110011111011100 | 40
edgeless             | 2          | 10000001100011101010 | 40
sluggard             | 2          | 10000001100111001101 | 40
Bretons              | 2          | 01111110011011000100 | 40
Ravish               | 2          | 10000001101111011001 | 40
Inspire              | 2          | 01111101000111010001 | 40
enacts               | 2          | 10000001100011000000 | 40
Gallery              | 2          | 10000001100011000010 | 40
Veronese             | 2          | 10000001110110100010 | 40
Franciscan           | 2          | 01111111001110011100 | 40
households           | 2          | 10000001100011011101 | 40
augmenting           | 2          | 10000001100011011001 | 40
choking              | 2          | 10000000010110010101 | 40
seducing             | 2          | 10000000010110010100 | 40
Examine              | 2          | 01111101111101001110 | 40
_gives               | 2          | 10000001001111100111 | 40
fisher               | 2          | 10000001001111100101 | 40
gi                   | 2          | 10000001100011010111 | 40
dovehouse            | 2          | 01111111110011111010 | 40
tetchy               | 2          | 01111111110011111001 | 40
holidame             | 2          | 01111111110011110001 | 40
stinted              | 2          | 01111111110011110000 | 40
cockerel             | 2          | 10000000010111100111 | 40
nurs                 | 2          | 01111111011000010101 | 40
teat                 | 2          | 10000000010111100101 | 40
cricket              | 2          | 10000001110110011000 | 40
Potpan               | 2          | 01111111100010110010 | 40
corns                | 2          | 01111101111101000011 | 40
_One                 | 2          | 01111111100010101010 | 40
medlars              | 2          | 01111111110011101101 | 40
tassel               | 2          | 10000001110110001011 | 40
Echo                 | 2          | 10000001110110001010 | 40
Remembering          | 2          | 01111110100011000010 | 40
osier                | 2          | 01111111001110010101 | 40
slays                | 2          | 01111111001110010100 | 40
duellist             | 2          | 10000000001100011111 | 40
passado              | 2          | 10000001110110001100 | 40
pump                 | 2          | 01111101111111011110 | 40
flowered             | 2          | 01111111001110001111 | 40
lenten               | 2          | 10000000101111110111 | 40
gills                | 2          | 01111111100010100101 | 40
stair                | 2          | 10000000101111110001 | 40
R                    | 2          | 10000000101111110000 | 40
Henceforward         | 2          | 01111101111000011010 | 40
Consort              | 2          | 01111111100010100000 | 40
catcher              | 2          | 01111101010000100111 | 40
tilts                | 2          | 01111111010101011010 | 40
Retorts              | 2          | 10000000110011111111 | 40
stainless            | 2          | 01111101111000011100 | 40
Dove                 | 2          | 10000000110011110011 | 40
Nightly              | 2          | 10000000000000011110 | 40
tiptoe               | 2          | 01111101010001111111 | 40
Hunting              | 2          | 01111101010001111011 | 40
procures             | 2          | 01111101010001111010 | 40
Feeling              | 2          | 01111101010001111101 | 40
rains                | 2          | 01111101010001111000 | 40
logic                | 2          | 01111110100000110110 | 40
Stuff                | 2          | 01111111010101001111 | 40
Graze                | 2          | 01111111010101001101 | 40
drier                | 2          | 10000001111001101110 | 40
Prates               | 2          | 10000000100110011001 | 40
tortoise             | 2          | 01111111111010101110 | 40
outcry               | 2          | 01111111111010011100 | 40
Warm                 | 2          | 10000010001011011001 | 40
mis                  | 2          | 01111101010000001111 | 40
prefixed             | 2          | 10000001111001100001 | 40
PLAYERS              | 2          | 10000001001110101110 | 40
Suitors              | 2          | 01111111101010000001 | 40
personate            | 2          | 10000001101011111001 | 40
pheeze               | 2          | 01111101111111010010 | 40
buttery              | 2          | 01111111010101101001 | 40
Christophero         | 2          | 10000001001110100010 | 40
Hacket               | 2          | 01111111110011001000 | 40
caged                | 2          | 01111111010101111001 | 40
nightingales         | 2          | 01111111110110111010 | 40
Softer               | 2          | 01111110011001111101 | 40
studded              | 2          | 01111111111111101001 | 40
roaming              | 2          | 01111111111111101000 | 40
specially            | 2          | 01111111110010110010 | 40
Aristotle            | 2          | 01111111110010110111 | 40
abjur                | 2          | 01111111110010110110 | 40
dough                | 2          | 01111111010101100100 | 40
Sacred               | 2          | 01111111010101100011 | 40
ben                  | 2          | 01111110111011111101 | 40
Sibyl                | 2          | 10000001100001111001 | 40
wealthily            | 2          | 01111111001010010001 | 40
larums               | 2          | 10000001011001010011 | 40
Unbind               | 2          | 10000001100111011010 | 40
petitioners          | 2          | 10000010000111111001 | 40
Hortensio_           | 2          | 10000010000111111000 | 40
Lucentio_            | 2          | 01111101101000111011 | 40
lutes                | 2          | 01111101101000111000 | 40
pillory              | 2          | 10000001111010100001 | 40
fiddler              | 2          | 10000001111010100000 | 40
twangling            | 2          | 01111101101000110010 | 40
Kates                | 2          | 10000010000111110001 | 40
moveable             | 2          | 10000010000111110000 | 40
kernels              | 2          | 10000010000111110111 | 40
vied                 | 2          | 10000010000111110101 | 40
twink                | 2          | 10000001100001111100 | 40
Youngling            | 2          | 10000010000111010011 | 40
lessons              | 2          | 10000001100001000110 | 40
ibat                 | 2          | 01111111111011001000 | 40
Sigeia               | 2          | 10000010000111011010 | 40
steterat             | 2          | 10000010000111011001 | 40
est_                 | 2          | 01111101111111101010 | 40
tellus_              | 2          | 01111101111111101000 | 40
_regia_              | 2          | 01111101101001111110 | 40
_celsa               | 2          | 01111101101001111000 | 40
senis_               | 2          | 01111101110011011001 | 40
re_                  | 2          | 01111101101001110101 | 40
mi_                  | 2          | 10000001100001000010 | 40
girth                | 2          | 01111110001001010110 | 40
pieced               | 2          | 01111110001001010101 | 40
studs                | 2          | 01111110001001010100 | 40
digress              | 2          | 10000001101100011111 | 40
sops                 | 2          | 10000010000111000011 | 40
ray                  | 2          | 10000000010111101010 | 40
tames                | 2          | 01111110100110101110 | 40
miry                 | 2          | 01111110100110101100 | 40
waded                | 2          | 10000001011011100101 | 40
sermon               | 2          | 10000001100010110011 | 40
coverlet             | 2          | 01111111001010101011 | 40
amid                 | 2          | 01111110100110100000 | 40
longeth              | 2          | 01111101111111111100 | 40
taming               | 2          | 01111111001010101000 | 40
chattering           | 2          | 01111111100010001011 | 40
knack                | 2          | 01111111010001101101 | 40
nip                  | 2          | 01111101111111110100 | 40
thimble              | 2          | 01111101101000101100 | 40
skein                | 2          | 01111101110001010000 | 40
Vincentio_           | 2          | 01111111111110110111 | 40
Happier              | 2          | 01111111111110110101 | 40
conceives            | 2          | 01111111111110110001 | 40
MARINERS             | 2          | 01111101110011001110 | 40
bestir               | 2          | 01111101110001011011 | 40
Mariners             | 2          | 01111101110001011010 | 40
cabins               | 2          | 10000001111010101100 | 40
cheated              | 2          | 01111101110011000001 | 40
furlongs             | 2          | 01111110000010001101 | 40
Subject              | 2          | 10000001111000111110 | 40
Providence           | 2          | 01111110000010000110 | 40
dispers              | 2          | 01111101101001001110 | 40
Argier               | 2          | 01111111110001011101 | 40
stitches             | 2          | 01111101101001000111 | 40
pits                 | 2          | 01111111110001011001 | 40
Setebos              | 2          | 01111101101001001000 | 40
_Come                | 2          | 01111110101101001010 | 40
featly               | 2          | 10000001011010110010 | 40
dispersedly          | 2          | 10000000010011000100 | 40
_Bow                 | 2          | 10000001011010110001 | 40
wow                  | 2          | 01111101101000011111 | 40
strutting            | 2          | 01111101101000011101 | 40
strays               | 2          | 10000001111001010111 | 40
disarm               | 2          | 01111111110001010011 | 40
advantageous         | 2          | 01111111101101100010 | 40
freshness            | 2          | 01111101101000011011 | 40
Bove                 | 2          | 01111101101000011001 | 40
Hereditary           | 2          | 01111101110111000000 | 40
undrown              | 2          | 01111101101000010100 | 40
molest               | 2          | 10000001011010100110 | 40
urchin               | 2          | 10000000111100111110 | 40
swabber              | 2          | 01111101111101110011 | 40
Mall                 | 2          | 10000000111100111101 | 40
_Farewell            | 2          | 10000001111010000101 | 40
Ban                  | 2          | 10000000111100110110 | 40
invert               | 2          | 10000000011110101111 | 40
troll                | 2          | 10000001111001001100 | 40
taborer              | 2          | 10000000011110111101 | 40
reigning             | 2          | 10000000011110111100 | 40
Harpy                | 2          | 01111101101001011110 | 40
Expos                | 2          | 01111101111110001010 | 40
mudded               | 2          | 10000000011110110100 | 40
opportune            | 2          | 01111110010110010110 | 40
pertly               | 2          | 10000001111011101110 | 40
Masque               | 2          | 10000001111011101100 | 40
refreshing           | 2          | 10000000100010110101 | 40
unback               | 2          | 10000001111011100000 | 40
trumpery             | 2          | 01111111010011100000 | 40
glistering           | 2          | 10000000001011110001 | 40
convulsions          | 2          | 10000000001001011000 | 40
useless              | 2          | 10000000110101010001 | 40
dissolves            | 2          | 01111110010010100010 | 40
discase              | 2          | 01111110100111111100 | 40
Beats                | 2          | 10000010000001111011 | 40
jingling             | 2          | 10000000100010010101 | 40
Cap                  | 2          | 01111111010011111010 | 40
indulgence           | 2          | 01111111001101100110 | 40
Woods                | 2          | 01111111010011100110 | 40
CUPID                | 2          | 01111111001101011110 | 40
Painter              | 2          | 10000010000010100110 | 40
visitors             | 2          | 10000000110101111011 | 40
unbolt               | 2          | 10000000110101111111 | 40
accompanying         | 2          | 01111111010011101001 | 40
courteously          | 2          | 01111111010011101000 | 40
Imprisoned           | 2          | 10000001001001110010 | 40
pencilled            | 2          | 01111111010000000000 | 40
extolled             | 2          | 10000000110101110011 | 40
Traffic              | 2          | 10000000110101001111 | 40
Hanged               | 2          | 01111111101011100111 | 40
importunacy          | 2          | 10000001001001100101 | 40
Fool_                | 2          | 10000001001001100100 | 40
servant_             | 2          | 10000001111000101111 | 40
gramercy             | 2          | 10000001111000101110 | 40
Lacedaemon           | 2          | 10000001001001100001 | 40
intending            | 2          | 10000001111000100110 | 40
fractions            | 2          | 10000001111000100001 | 40
Lucius_              | 2          | 10000000110101101111 | 40
Religion             | 2          | 10000000110101101011 | 40
Hortensius           | 2          | 01111110001100000001 | 40
Philotus             | 2          | 10000001001000000001 | 40
usuring              | 2          | 10000001001001101100 | 40
FRIENDS              | 2          | 10000001001001110100 | 40
SOME                 | 2          | 10000001001001101001 | 40
OTHER                | 2          | 10000001001001101000 | 40
parasites            | 2          | 10000001001111010011 | 40
stand_               | 2          | 01111110110110010001 | 40
Degrees              | 2          | 01111111101110011011 | 40
fevers               | 2          | 01111111101110011010 | 40
marrows              | 2          | 01111111000010001111 | 40
Phrynia              | 2          | 10000001001000010100 | 40
mindless             | 2          | 01111101111001111010 | 40
shrilly              | 2          | 10000000101100001000 | 40
Derive               | 2          | 01111101111001110000 | 40
approachers          | 2          | 01111110101010010111 | 40
outlived             | 2          | 01111110101010010010 | 40
ernight              | 2          | 01111110011001010000 | 40
wreakful             | 2          | 10000000101010111000 | 40
swath                | 2          | 01111110100000001110 | 40
_Eats                | 2          | 10000000001010111010 | 40
unicorn              | 2          | 10000000001010010001 | 40
germane              | 2          | 10000000001010010000 | 40
thronged             | 2          | 10000010000101011010 | 40
Banditti             | 2          | 10000001111011001111 | 40
holier               | 2          | 10000001111011001101 | 40
thievery             | 2          | 10000001111011001100 | 40
advises              | 2          | 01111101101111001110 | 40
straggling           | 2          | 10000000001010010101 | 40
simpler              | 2          | 10000000001010010100 | 40
fashionable          | 2          | 10000001000101010001 | 40
natured              | 2          | 10000000001010101100 | 40
patchery             | 2          | 01111111101110001000 | 40
one_                 | 2          | 10000001110111010000 | 40
other_               | 2          | 01111111101110001111 | 40
_Timon               | 2          | 01111111101110001011 | 40
restraining          | 2          | 01111111101110001010 | 40
sorrowed             | 2          | 10000000001010110100 | 40
Surprise             | 2          | 10000000001010110111 | 40
brink                | 2          | 01111111111011111110 | 40
Lips                 | 2          | 10000000001010101111 | 40
Taught               | 2          | 01111110111000010101 | 40
Lodge                | 2          | 10000001011011110111 | 40
Pavilion             | 2          | 01111111111011110110 | 40
Gardens              | 2          | 10000000101101000011 | 40
Styx                 | 2          | 01111101101110011000 | 40
Scythia              | 2          | 01111111101101011011 | 40
don                  | 2          | 10000001001001000011 | 40
proclamations        | 2          | 10000001001001000001 | 40
manfully             | 2          | 10000001001001000000 | 40
Pantheon             | 2          | 10000001001001001001 | 40
Tamora_              | 2          | 10000001110010000011 | 40
seizeth              | 2          | 10000001011011111001 | 40
Surprised            | 2          | 10000001100100111010 | 40
wrongful             | 2          | 01111101101111101001 | 40
reproachful          | 2          | 01111101101111101000 | 40
_Marcus              | 2          | 01111101101111100100 | 40
dismall              | 2          | 10000001001001000101 | 40
brabble              | 2          | 10000001011011101111 | 40
miller               | 2          | 01111110000011011100 | 40
unfrequented         | 2          | 01111101101110010111 | 40
Single               | 2          | 10000001011011101010 | 40
dreads               | 2          | 01111111101101001111 | 40
intruder             | 2          | 01111110100111100011 | 40
swarthy              | 2          | 01111110001010001100 | 40
thrash               | 2          | 01111101101111111001 | 40
scribe               | 2          | 10000000110000111000 | 40
bubbling             | 2          | 01111111000010011111 | 40
Blushing             | 2          | 01111111000010011110 | 40
sewed                | 2          | 01111111000010010011 | 40
befriended           | 2          | 10000000101100101010 | 40
handless             | 2          | 10000001010001000111 | 40
Writing              | 2          | 10000000101100101000 | 40
swol                 | 2          | 01111110100111100001 | 40
_Lavinia             | 2          | 01111110100111100000 | 40
soaking              | 2          | 10000000100101001010 | 40
Cornelia             | 2          | 01111110111010111110 | 40
Ravished             | 2          | 01111110100111100110 | 40
describes            | 2          | 10000001111111000011 | 40
tragedies            | 2          | 01111101000111101100 | 40
lentus               | 2          | 10000000110110001101 | 40
bundle               | 2          | 10000000101100100011 | 40
whenever             | 2          | 10000000101100100000 | 40
Basely               | 2          | 10000000100000010001 | 40
blackamoor           | 2          | 01111111101001001101 | 40
caterwauling         | 2          | 01111111101001001010 | 40
Typhon               | 2          | 01111110011010100101 | 40
maugre               | 2          | 01111110011010100100 | 40
unsolicited          | 2          | 01111110011010100000 | 40
Troubled             | 2          | 10000001000000101110 | 40
hottest              | 2          | 01111101100111101011 | 40
mentioned            | 2          | 01111101101111110011 | 40
barns                | 2          | 01111110000010010101 | 40
obscurity            | 2          | 01111101101010110110 | 40
dismount             | 2          | 01111101101010110101 | 40
baked                | 2          | 10000001000000100011 | 40
Virginius            | 2          | 10000001000000100000 | 40
ROMANS               | 2          | 10000000011010110000 | 40
HELENUS              | 2          | 01111101100111101110 | 40
scurrilous           | 2          | 01111111010100110001 | 40
chaf                 | 2          | 10000000011001111011 | 40
vaunt                | 2          | 01111101110010101100 | 40
leavening            | 2          | 01111101101100001000 | 40
heating              | 2          | 01111101110010101001 | 40
hacks                | 2          | 01111110111101111010 | 40
ungain               | 2          | 01111110001100110000 | 40
largeness            | 2          | 01111111011101011110 | 40
sympathise           | 2          | 01111111011101001100 | 40
Agamemnon_           | 2          | 01111110111101110011 | 40
trumpet_             | 2          | 10000000100100010011 | 40
seeded               | 2          | 10000000100100010000 | 40
miscarrying          | 2          | 10000001110010110000 | 40
boils                | 2          | 10000000000010111001 | 40
strikest             | 2          | 01111110001100100110 | 40
Proserpina           | 2          | 01111110001100100001 | 40
superficially        | 2          | 01111110111011101010 | 40
conduce              | 2          | 01111110111111101100 | 40
Priamus              | 2          | 10000010000110001100 | 40
placket              | 2          | 01111110101001101100 | 40
knower               | 2          | 01111110101001101001 | 40
appertainings        | 2          | 10000000000010101000 | 40
pash                 | 2          | 10000010000110001001 | 40
disciplin            | 2          | 10000001101001110111 | 40
Falling              | 2          | 01111110000111101010 | 40
tickles              | 2          | 01111110101001100100 | 40
billing              | 2          | 01111110010001111010 | 40
Pandars              | 2          | 01111111010100011000 | 40
Cressida_            | 2          | 01111110011011011011 | 40
disdainfully         | 2          | 01111111011001100001 | 40
privacy              | 2          | 10000001101001110011 | 40
slides               | 2          | 10000001101001110000 | 40
restrains            | 2          | 10000000111100001110 | 40
appalled             | 2          | 01111111011010110001 | 40
with_                | 2          | 01111111011010000100 | 40
matchless            | 2          | 01111111011010000011 | 40
seld                 | 2          | 01111110011001001001 | 40
Understand           | 2          | 01111111110000111010 | 40
Ulysses_             | 2          | 01111101101001110000 | 40
Menelaus_            | 2          | 01111101111001000101 | 40
but_                 | 2          | 01111101100110110001 | 40
Fo                   | 2          | 01111101111001000000 | 40
fo                   | 2          | 10000001010011000110 | 40
wor                  | 2          | 01111101111001010101 | 40
orts                 | 2          | 10000001010011001101 | 40
prompted             | 2          | 10000000110110010011 | 40
tisick               | 2          | 01111111110001001101 | 40
fighting_            | 2          | 01111101111001001011 | 40
Margarelon           | 2          | 10000001010011000011 | 40
Appals               | 2          | 01111111100100000010 | 40
forceless            | 2          | 10000000001110000110 | 40
putrified            | 2          | 10000000110110000101 | 40
thrones              | 2          | 10000000001110000001 | 40
AGUECHEEK            | 2          | 01111101111101100000 | 40
Belch                | 2          | 01111111100100001010 | 40
constellation        | 2          | 01111111100100000111 | 40
twopence             | 2          | 10000001111000000011 | 40
gagged               | 2          | 10000001111000000000 | 40
squash               | 2          | 01111110101000000100 | 40
schedules            | 2          | 01111111111010010110 | 40
recompens            | 2          | 01111110101000101110 | 40
dimension            | 2          | 10000000001110101011 | 40
Messaline            | 2          | 10000000001110101001 | 40
distractedly         | 2          | 01111110111101100110 | 40
_There               | 2          | 01111101100011000101 | 40
_Shall               | 2          | 01111111111110001001 | 40
epistles             | 2          | 01111101110001100110 | 40
opal                 | 2          | 01111111110111101011 | 40
practising           | 2          | 01111110000101010010 | 40
Fortunate            | 2          | 01111101100011011100 | 40
conster              | 2          | 10000000001110100000 | 40
vouchsafed           | 2          | 01111101100011011011 | 40
enchantment          | 2          | 01111111111110000111 | 40
Hides                | 2          | 01111111111110000110 | 40
unfriended           | 2          | 10000000000100011001 | 40
Vent                 | 2          | 10000001000110110001 | 40
wittily              | 2          | 10000000111000111111 | 40
notoriously          | 2          | 01111111001110100011 | 40
agone                | 2          | 01111101101011110001 | 40
anteroom             | 2          | 01111101111100001001 | 40
Frontiers            | 2          | 01111101111100001000 | 40
OUTLAWS              | 2          | 01111101101011011010 | 40
bechance             | 2          | 01111111100111111111 | 40
Julia_               | 2          | 10000000100011010010 | 40
picks                | 2          | 01111111100111110011 | 40
_Picks               | 2          | 01111101101011001100 | 40
decks                | 2          | 10000001010011110011 | 40
enthralled           | 2          | 10000000001110011110 | 40
corded               | 2          | 10000000100100100010 | 40
