Huffman Encoding Report (Word-Level)
Total Tokens: 33178
Unique Symbols: 2800
================================================================================
Symbol               | Frequency  | Code                 | Bits Used
compressed           | 1          | 101010001010001      | 15
nonproprietary       | 1          | 101001010110001      | 15
proprietary          | 1          | 101001010110000      | 15
processing           | 1          | 101001010111101      | 15
hypertext            | 1          | 101011011110101      | 15
However              | 1          | 100101110011101      | 15
version              | 1          | 101001010110111      | 15
expense              | 1          | 101001010110110      | 15
exporting            | 1          | 101001010110011      | 15
alternate            | 1          | 101010000110101      | 15
viewing              | 1          | 100101110010010      | 15
reasonable           | 1          | 100101110010001      | 15
royalty              | 1          | 100101110010000      | 15
%                    | 1          | 101110010000000      | 15
gross                | 1          | 101100011111111      | 15
profits              | 1          | 101100100001101      | 15
derive               | 1          | 101000011100111      | 15
calculated           | 1          | 101000011100110      | 15
calculate            | 1          | 101100110111001      | 15
owed                 | 1          | 101100110111000      | 15
agreed               | 1          | 101100110110011      | 15
legally              | 1          | 101011010011100      | 15
required             | 1          | 101011100010011      | 15
periodic             | 1          | 101100011111011      | 15
returns              | 1          | 101100011111000      | 15
sent                 | 1          | 101100110011010      | 15
notifies             | 1          | 101100110001010      | 15
e                    | 1          | 101001001000011      | 15
mail                 | 1          | 101011010011111      | 15
require              | 1          | 101100110011000      | 15
possessed            | 1          | 101100110011110      | 15
discontinue          | 1          | 101011010011010      | 15
manager              | 1          | 101100110100110      | 15
Contact              | 1          | 101100110100010      | 15
employees            | 1          | 101110110000111      | 15
expend               | 1          | 101010001111011      | 15
identify             | 1          | 101010001111010      | 15
transcribe           | 1          | 101011011001001      | 15
proofread            | 1          | 101010111011001      | 15
Despite              | 1          | 101010111011000      | 15
stored               | 1          | 101000100111111      | 15
Defects              | 1          | 101101111100000      | 15
incomplete           | 1          | 101110101100101      | 15
inaccurate           | 1          | 101110101100100      | 15
corrupt              | 1          | 101000111010011      | 15
data                 | 1          | 101101011100101      | 15
transcription        | 1          | 101000111010010      | 15
infringement         | 1          | 101010000001110      | 15
damaged              | 1          | 101011011011011      | 15
disk                 | 1          | 101010000001101      | 15
virus                | 1          | 101010111011111      | 15
codes                | 1          | 101110101100011      | 15
damage               | 1          | 101110101100010      | 15
DISCLAIMER           | 1          | 101001111011111      | 15
Right                | 1          | 101011001110011      | 15
Replacement          | 1          | 101001111011110      | 15
Refund               | 1          | 101000111001001      | 15
described            | 1          | 101000111001000      | 15
party                | 1          | 101000101100000      | 15
disclaim             | 1          | 101010000000010      | 15
HAVE                 | 1          | 101001111100010      | 15
REMEDIES             | 1          | 101100010010111      | 15
NEGLIGENCE           | 1          | 101100010010110      | 15
STRICT               | 1          | 101100010010101      | 15
LIABILITY            | 1          | 101100010010100      | 15
CONTRACT             | 1          | 101001011110000      | 15
EXCEPT               | 1          | 101110101000000      | 15
THOSE                | 1          | 101000100101111      | 15
PROVIDED             | 1          | 101010001001111      | 15
IN                   | 1          | 101010001001110      | 15
PARAGRAPH            | 1          | 101010001001101      | 15
FOUNDATION           | 1          | 101100110101001      | 15
TRADEMARK            | 1          | 101010001001100      | 15
OWNER                | 1          | 101101101111111      | 15
AND                  | 1          | 101001101001000      | 15
DISTRIBUTOR          | 1          | 101110101001000      | 15
UNDER                | 1          | 101001101001011      | 15
AGREEMENT            | 1          | 101100111110101      | 15
WILL                 | 1          | 101000101101011      | 15
BE                   | 1          | 101011100101011      | 15
LIABLE               | 1          | 101001100001111      | 15
ACTUAL               | 1          | 101001100001110      | 15
DIRECT               | 1          | 101101000110110      | 15
INDIRECT             | 1          | 101011100101001      | 15
CONSEQUENTIAL        | 1          | 101011100101000      | 15
PUNITIVE             | 1          | 101110100100100      | 15
INCIDENTAL           | 1          | 101010011111110      | 15
EVEN                 | 1          | 101001100001001      | 15
IF                   | 1          | 101001100001000      | 15
GIVE                 | 1          | 101011100111011      | 15
NOTICE               | 1          | 101101011110011      | 15
POSSIBILITY          | 1          | 101011100111010      | 15
SUCH                 | 1          | 101011100111001      | 15
DAMAGE               | 1          | 101110011111111      | 15
RIGHT                | 1          | 101101101001111      | 15
REPLACEMENT          | 1          | 101110011111101      | 15
REFUND               | 1          | 101110011111100      | 15
discover             | 1          | 101010001110001      | 15
sending              | 1          | 101011100110111      | 15
elect                | 1          | 101110001111111      | 15
fix                  | 1          | 101110010100000      | 15
‘                    | 1          | 101000100011111      | 15
AS                   | 1          | 101110000010110      | 15
WITH                 | 1          | 101110000010100      | 15
OTHER                | 1          | 101110000010011      | 15
KIND                 | 1          | 101110000010010      | 15
EXPRESS              | 1          | 101010110110000      | 15
IMPLIED              | 1          | 101110000010001      | 15
INCLUDING            | 1          | 101110100100010      | 15
BUT                  | 1          | 101110100100110      | 15
MERCHANTABILITY      | 1          | 101011000101010      | 15
FITNESS              | 1          | 101101100111010      | 15
PURPOSE              | 1          | 101101000100000      | 15
allow                | 1          | 101101110101001      | 15
disclaimers          | 1          | 101101000101011      | 15
implied              | 1          | 101101110101110      | 15
warranties           | 1          | 101101011011111      | 15
exclusion            | 1          | 101101000101110      | 15
violates             | 1          | 101101000101000      | 15
interpreted          | 1          | 101101000101101      | 15
invalidity           | 1          | 101101000101100      | 15
unenforceability     | 1          | 101101100100101      | 15
provision            | 1          | 101000100010010      | 15
void                 | 1          | 101101000100011      | 15
remaining            | 1          | 101101000100010      | 15
provisions           | 1          | 101100011000110      | 15
INDEMNITY            | 1          | 101100101110011      | 15
indemnify            | 1          | 101101101011110      | 15
employee             | 1          | 101010110101000      | 15
production           | 1          | 101100011000000      | 15
promotion            | 1          | 101011110011010      | 15
harmless             | 1          | 101101011111010      | 15
occur                | 1          | 101010001111110      | 15
b                    | 1          | 101101000100111      | 15
alteration           | 1          | 101010011000101      | 15
modification         | 1          | 101101000100110      | 15
additions            | 1          | 101110001101110      | 15
deletions            | 1          | 101101000100100      | 15
Defect               | 1          | 101010001110111      | 15
Mission              | 1          | 101110110000101      | 15
synonymous           | 1          | 101110110000100      | 15
formats              | 1          | 101001000101101      | 15
obsolete             | 1          | 101101010001000      | 15
middle               | 1          | 101101100010001      | 15
aged                 | 1          | 101101100010101      | 15
exists               | 1          | 101101100010100      | 15
hundreds             | 1          | 101101010011111      | 15
walks                | 1          | 101011010101110      | 15
Volunteers           | 1          | 101011010101101      | 15
financial            | 1          | 101011010101100      | 15
critical             | 1          | 101000011101000      | 15
reaching             | 1          | 101101101000011      | 15
goals                | 1          | 101101101000010      | 15
ensuring             | 1          | 101011010100011      | 15
secure               | 1          | 101000110001101      | 15
permanent            | 1          | 101001000101010      | 15
Sections             | 1          | 101010111101101      | 15
non                  | 1          | 101101101010100      | 15
profit               | 1          | 101101101010111      | 15
educational          | 1          | 101101101010011      | 15
corporation          | 1          | 101101111101101      | 15
Mississippi          | 1          | 101101101010010      | 15
Internal             | 1          | 101101111001000      | 15
Revenue              | 1          | 101101111101000      | 15
Service              | 1          | 101001000101111      | 15
EIN                  | 1          | 101001000101001      | 15
Contributions        | 1          | 101010101010111      | 15
deductible           | 1          | 101001000101000      | 15
North                | 1          | 101000111110011      | 15
West                 | 1          | 101101101001000      | 15
Salt                 | 1          | 101000110010111      | 15
Lake                 | 1          | 101010011001011      | 15
City                 | 1          | 101010011001010      | 15
UT                   | 1          | 101110110001100      | 15
Email                | 1          | 101010011001001      | 15
depends              | 1          | 101010111101110      | 15
survive              | 1          | 101101011000011      | 15
widespread           | 1          | 100101111111110      | 15
increasing           | 1          | 101101011000010      | 15
licensed             | 1          | 101101011000101      | 15
machine              | 1          | 101101011000001      | 15
accessible           | 1          | 100101111111101      | 15
array                | 1          | 101101011000000      | 15
outdated             | 1          | 101000110000001      | 15
maintaining          | 1          | 101100011011010      | 15
IRS                  | 1          | 101001010100101      | 15
regulating           | 1          | 101101001100100      | 15
charities            | 1          | 101000001110110      | 15
charitable           | 1          | 101000001110100      | 15
Compliance           | 1          | 101110101010001      | 15
uniform              | 1          | 101000101001011      | 15
paperwork            | 1          | 101110101010011      | 15
meet                 | 1          | 101001100111111      | 15
locations            | 1          | 101001100111110      | 15
confirmation         | 1          | 101001100111101      | 15
SEND                 | 1          | 101011011000011      | 15
DONATIONS            | 1          | 101110100001011      | 15
determine            | 1          | 101011011000010      | 15
While                | 1          | 101011110111101      | 15
contributions        | 1          | 101011110111100      | 15
solicitation         | 1          | 100101111111010      | 15
prohibition          | 1          | 101001101011011      | 15
accepting            | 1          | 101001101011010      | 15
unsolicited          | 1          | 101001101011000      | 15
donors               | 1          | 100101111100111      | 15
offers               | 1          | 101001101011111      | 15
International        | 1          | 101000100110111      | 15
gratefully           | 1          | 101000100110110      | 15
swamp                | 1          | 101000100110101      | 15
Please               | 1          | 101110001100001      | 15
web                  | 1          | 101110001100000      | 15
donation             | 1          | 101000111101100      | 15
methods              | 1          | 101001101010001      | 15
checks               | 1          | 101001010100010      | 15
credit               | 1          | 101001101010111      | 15
card                 | 1          | 101000111101000      | 15
please               | 1          | 101001101010110      | 15
Professor            | 1          | 101110001100111      | 15
Michael              | 1          | 101001101010100      | 15
Hart                 | 1          | 101001000010010      | 15
originator           | 1          | 101110001100101      | 15
library              | 1          | 101011101100100      | 15
shared               | 1          | 101011001100101      | 15
forty                | 1          | 101011001101000      | 15
network              | 1          | 101011001100100      | 15
volunteer            | 1          | 101110001100010      | 15
several              | 1          | 101011001101011      | 15
confirmed            | 1          | 101100010110010      | 15
necessarily          | 1          | 101011001101010      | 15
PG                   | 1          | 101010001101001      | 15
search               | 1          | 101010001101000      | 15
facility             | 1          | 101000111100010      | 15
includes             | 1          | 101011110110111      | 15
subscribe            | 1          | 101011110110110      | 15
email                | 1          | 101010001101101      | 15
newsletter           | 1          | 101010001101100      | 15

================================================================================
Original size (symbol-based bits): 530848
Compressed size (symbol-based bits): 192801
Estimated compression ratio: 63.68%
