Huffman Encoding Report (Word-Level)
Total Tokens: 33178
Unique Symbols: 2800
================================================================================
Symbol               | Frequency  | Code                 | Bits Used
vividness            | 1          | 101001101101101      | 15
applies              | 1          | 101001101101100      | 15
attempting           | 1          | 101001011011110      | 15
artistically         | 1          | 101001101100101      | 15
fine                 | 1          | 101001101100100      | 15
shades               | 1          | 101000000000101      | 15
Six                  | 1          | 101000000000100      | 15
trampled             | 1          | 101010100011101      | 15
image                | 1          | 101100000111111      | 15
shoots               | 1          | 101100000111110      | 15
puff                 | 1          | 101000001011100      | 15
flame                | 1          | 101100000101010      | 15
piece                | 1          | 101001111110001      | 15
weak                 | 1          | 101110110010000      | 15
ineffective          | 1          | 101000001110001      | 15
traced               | 1          | 101000001110000      | 15
grips                | 1          | 101110101011001      | 15
Count                | 1          | 101110101011000      | 15
comparison           | 1          | 101110101011010      | 15
humdrum              | 1          | 101001110000011      | 15
From                 | 1          | 101001110000010      | 15
felt                 | 1          | 101001110000000      | 15
knowing              | 1          | 101001110101111      | 15
higher               | 1          | 101001110101110      | 15
percentage           | 1          | 101010000100101      | 15
Beginners            | 1          | 101000001011111      | 15
break                | 1          | 101000001011110      | 15
adverb               | 1          | 101101111110111      | 15
weaken               | 1          | 101101111110110      | 15
attendant            | 1          | 101101111110101      | 15
adjective            | 1          | 101101111110100      | 15
absence              | 1          | 101000001010111      | 15
colorful             | 1          | 101000001010110      | 15
watching             | 1          | 101000001010000      | 15
meets                | 1          | 101000001011010      | 15
sidewalks            | 1          | 101000001000011      | 15
walking              | 1          | 101010110001111      | 15
saying               | 1          | 101010110000111      | 15
went                 | 1          | 101010110000101      | 15
stating              | 1          | 101010110000100      | 15
excellent            | 1          | 101010010000010      | 15
suggestions          | 1          | 101010111001111      | 15
dictate              | 1          | 101010111001110      | 15
permissible          | 1          | 101101110100010      | 15
distinctly           | 1          | 101110110100000      | 15
dependent            | 1          | 101101110100001      | 15
reputable            | 1          | 101101110100000      | 15
tends                | 1          | 101101110011011      | 15
SENTENCES            | 1          | 101100011110101      | 15
estimation           | 1          | 101000101001111      | 15
mean                 | 1          | 101000101001110      | 15
choppy               | 1          | 101100100000111      | 15
bullet               | 1          | 101101011111101      | 15
structure            | 1          | 101010101101001      | 15
Several              | 1          | 101010101101000      | 15
tire                 | 1          | 101100010100001      | 15
ear                  | 1          | 101100010100000      | 15
sensitive            | 1          | 101100010100011      | 15
repetition           | 1          | 101100010100010      | 15
tap                  | 1          | 101000010001110      | 15
automatically        | 1          | 101011011111001      | 15
subconscious         | 1          | 101011011111000      | 15
sounds               | 1          | 101010010110011      | 15
stronger             | 1          | 101010010110010      | 15
ends                 | 1          | 101010010110001      | 15
preposition          | 1          | 101010010110000      | 15
adverbs              | 1          | 101000010001101      | 15
adjectives           | 1          | 101010011100010      | 15
strikes              | 1          | 101000010000011      | 15
strongly             | 1          | 101100100011001      | 15
closing              | 1          | 101001100011001      | 15
bear                 | 1          | 101010011110001      | 15
sure                 | 1          | 101010011110000      | 15
arrangement          | 1          | 101010001010010      | 15
indication           | 1          | 101011011110111      | 15
contained            | 1          | 101011011110110      | 15
dealing              | 1          | 101010001011111      | 15
Insurance            | 1          | 101010001011100      | 15
buildings            | 1          | 101011011110100      | 15
learned              | 1          | 101001010111011      | 15
Total                | 1          | 101011011100111      | 15
bearing              | 1          | 101011011110001      | 15
coherence            | 1          | 101011011100101      | 15
declared             | 1          | 101010010101010      | 15
Situations           | 1          | 101011011101111      | 15
neglected            | 1          | 101011011101101      | 15
embodies             | 1          | 101011011101100      | 15
PARAGRAPHS           | 1          | 101011010010110      | 15
differences          | 1          | 101000011100011      | 15
encountered          | 1          | 101000100010111      | 15
narrowness           | 1          | 101101101011011      | 15
allowing             | 1          | 101010000010101      | 15
essay                | 1          | 101010000010100      | 15
discourage           | 1          | 101000010100000      | 15
differ               | 1          | 101010000011110      | 15
fifty                | 1          | 101101101111001      | 15
common               | 1          | 101100100001111      | 15
divided              | 1          | 101100100001110      | 15
smaller              | 1          | 101000011100100      | 15
sections             | 1          | 101100100001011      | 15
early                | 1          | 101100001111001      | 15
organize             | 1          | 101010000001010      | 15
accordingly          | 1          | 101000101010111      | 15
ORGANIZING           | 1          | 101011010010101      | 15
longer               | 1          | 101100010010010      | 15
sequence             | 1          | 101000111001101      | 15
repeat               | 1          | 101000111001100      | 15
incorporated         | 1          | 101101101101111      | 15
FIRE                 | 1          | 101001101001101      | 15
origin               | 1          | 101011100010010      | 15
gave                 | 1          | 101001101001111      | 15
alarm                | 1          | 101001101001110      | 15
companies            | 1          | 101100111110001      | 15
responded            | 1          | 101100111110000      | 15
narrow               | 1          | 101100101001000      | 15
escapes              | 1          | 101101011011011      | 15
houses               | 1          | 101101011011010      | 15
threatened           | 1          | 101100101001011      | 15
saved                | 1          | 101100101001010      | 15
deaths               | 1          | 101101101101101      | 15
rescues              | 1          | 101101101101100      | 15
ACCIDENT             | 1          | 101001001000010      | 15
seriously            | 1          | 101001001000001      | 15
box                  | 1          | 101001001000000      | 15
ages                 | 1          | 101110001111011      | 15
occupations          | 1          | 101101100101011      | 15
witnesses            | 1          | 101101100101001      | 15
rendered             | 1          | 101101100101000      | 15
attending            | 1          | 101001110011111      | 15
physician            | 1          | 101001110011110      | 15
hospital             | 1          | 101001000100000      | 15
relatives            | 1          | 101101011110101      | 15
previously           | 1          | 101010000010011      | 15
MEETING              | 1          | 101010000010010      | 15
bringing             | 1          | 101101101100011      | 15
chronological        | 1          | 101101101100010      | 15
various              | 1          | 101001110100111      | 15
speeches             | 1          | 101101101100111      | 15
desirable            | 1          | 101101101100000      | 15
sees                 | 1          | 101100001101101      | 15
marks                | 1          | 101100001101100      | 15
feels                | 1          | 101001010001001      | 15
Expressions          | 1          | 101001010001110      | 15
continued            | 1          | 101100011010100      | 15
demanded             | 1          | 101011011001000      | 15
rest                 | 1          | 101011001100001      | 15
Finally              | 1          | 101011001100000      | 15
officials            | 1          | 101001110011101      | 15
Accounts             | 1          | 101001110011100      | 15
TRIALS               | 1          | 101001100101011      | 15
decision             | 1          | 101100011010011      | 15
especial             | 1          | 101001100100100      | 15
manifested           | 1          | 101101011100111      | 15
X                    | 1          | 101101011100110      | 15
Y                    | 1          | 101001101111011      | 15
Z                    | 1          | 101101011100011      | 15
railroad             | 1          | 101001010000010      | 15
L                    | 1          | 101011011011001      | 15
Interurban           | 1          | 101011000101111      | 15
lays                 | 1          | 101001101110011      | 15
evidence             | 1          | 101001101110010      | 15
CRIME                | 1          | 101011011011110      | 15
usual                | 1          | 101001101110001      | 15
belief               | 1          | 101110000111101      | 15
borne                | 1          | 101011000101101      | 15
convicted            | 1          | 101011000101100      | 15
convict              | 1          | 101110000111001      | 15
stole                | 1          | 101000010111000      | 15
watch                | 1          | 101110110111001      | 15
proven               | 1          | 101110110111000      | 15
confessed            | 1          | 101110110010111      | 15
CHARGED              | 1          | 101110110010101      | 15
offense              | 1          | 101110110110111      | 15
hedged               | 1          | 101110110110110      | 15
Until                | 1          | 101000101100001      | 15
tried                | 1          | 101011000000101      | 15
thief                | 1          | 101110110110101      | 15
libel                | 1          | 101110110110100      | 15
suit                 | 1          | 101000000100011      | 15
clues                | 1          | 101000000100010      | 15
suspects             | 1          | 101000101000010      | 15
calling              | 1          | 101110110100101      | 15
investigations       | 1          | 101100001011101      | 15
Quotations           | 1          | 101110110100111      | 15
victims              | 1          | 101110110100110      | 15
Witnesses            | 1          | 101110011000111      | 15
sensational          | 1          | 101110011000110      | 15
Here                 | 1          | 101000010100111      | 15
observations         | 1          | 101010110011101      | 15
His                  | 1          | 101010110011100      | 15
opinions             | 1          | 101000011001111      | 15
background           | 1          | 101001011110001      | 15
INTERVIEW            | 1          | 101000011001100      | 15
similarly            | 1          | 101001110001111      | 15
noticed              | 1          | 101001110001101      | 15
remark               | 1          | 101100110101011      | 15
interviewer          | 1          | 101010001011011      | 15
inserted             | 1          | 101010001011010      | 15
changes              | 1          | 101000010100101      | 15
allowable            | 1          | 101000010100100      | 15
banker               | 1          | 101011011101000      | 15
labor                | 1          | 101000010110011      | 15
justified            | 1          | 101101000111111      | 15
putting              | 1          | 101101000111110      | 15
Labor                | 1          | 101001011011001      | 15
accurately           | 1          | 101001011011000      | 15
represented          | 1          | 101000101101010      | 15
bounds               | 1          | 101101010000100      | 15
SOCIETY              | 1          | 101000100011010      | 15
Guests               | 1          | 101101000110111      | 15
decorations          | 1          | 101001100001100      | 15
chaperons            | 1          | 101000100011000      | 15
entertainment        | 1          | 101101010010101      | 15
speakers             | 1          | 101101010010100      | 15
toasts               | 1          | 101011000110010      | 15
Insofar              | 1          | 101011010001100      | 15
amateur              | 1          | 101010011111111      | 15
theatrical           | 1          | 101010011111101      | 15
talent               | 1          | 101010011111100      | 15
concerts             | 1          | 101011000110001      | 15
society              | 1          | 101011000110000      | 15
lie                  | 1          | 101010011111011      | 15
scenery              | 1          | 101010011111010      | 15
entertainments       | 1          | 101101011110010      | 15
program              | 1          | 101001001000111      | 15
entire               | 1          | 101010011111001      | 15
announcing           | 1          | 101001001000101      | 15
engagements          | 1          | 101101011110000      | 15
quasi                | 1          | 101101101001110      | 15
jokers               | 1          | 101000010101110      | 15
send                 | 1          | 101101010000111      | 15
fake                 | 1          | 101000101101001      | 15
items                | 1          | 101110110011101      | 15
OBITUARIES           | 1          | 101110110011100      | 15
invariably           | 1          | 101000110101101      | 15
death                | 1          | 101010110111000      | 15
interment            | 1          | 101010110111011      | 15
surviving            | 1          | 101011011001101      | 15
Following            | 1          | 101010110110011      | 15
deceased             | 1          | 101010110110010      | 15
foregoing            | 1          | 101101011101101      | 15
dash                 | 1          | 101101011101100      | 15
internationally      | 1          | 101001010000101      | 15
morgue               | 1          | 101001010000100      | 15
draw                 | 1          | 101110110011111      | 15
FOLLOW               | 1          | 101110110011110      | 15
UP                   | 1          | 101001011000110      | 15
robber               | 1          | 101100101100000      | 15
caught               | 1          | 101001010011101      | 15
summary              | 1          | 101001010011010      | 15
missed               | 1          | 101101110101111      | 15
able                 | 1          | 101110001101100      | 15
intelligently        | 1          | 101101100100110      | 15
weeks                | 1          | 101110101101010      | 15
development          | 1          | 101011010001000      | 15
clause               | 1          | 101011010001011      | 15
tacked               | 1          | 101000011011101      | 15
onto                 | 1          | 101000100010011      | 15
developing           | 1          | 101011110010111      | 15
gifts                | 1          | 101011110010101      | 15
passing              | 1          | 101011110011100      | 15
embodied             | 1          | 101100101110010      | 15
Questions            | 1          | 101011110011000      | 15
discovering          | 1          | 101010110101001      | 15
mysterious           | 1          | 101100110101111      | 15
anticipated          | 1          | 101100111100001      | 15
meaning              | 1          | 101100111100000      | 15
significance         | 1          | 101100111100011      | 15
realized             | 1          | 101100111100010      | 15
whereabouts          | 1          | 101010011000110      | 15
offender             | 1          | 101110001101111      | 15
loot                 | 1          | 101100101110000      | 15
conflagration        | 1          | 101010001110101      | 15
contemplated         | 1          | 101011010000111      | 15
third                | 1          | 101010110100101      | 15
suspicion            | 1          | 101010110100100      | 15
incendiarism         | 1          | 101011010000100      | 15
fourth               | 1          | 101010110100010      | 15
suspect              | 1          | 101011010000000      | 15
constituting         | 1          | 101011010000010      | 15
review               | 1          | 101001000000100      | 15
RE                   | 1          | 101101010001001      | 15
WRITE                | 1          | 101101101101011      | 15
commonest            | 1          | 101001111011011      | 15
attempt              | 1          | 101001111011010      | 15
altering             | 1          | 101010111100100      | 15
pass                 | 1          | 101001000000000      | 15
firm                 | 1          | 101000011101001      | 15
grasp                | 1          | 101100101101100      | 15
fundamental          | 1          | 101101010010010      | 15
outlined             | 1          | 101101010011100      | 15
pick                 | 1          | 101000110001111      | 15
hereafter            | 1          | 101001011000011      | 15
dances               | 1          | 101001011000010      | 15
charging             | 1          | 101001011000000      | 15
admission            | 1          | 101000110001100      | 15
privilege            | 1          | 101001011011011      | 15
dance                | 1          | 101101000111101      | 15
turned               | 1          | 101010111101100      | 15
failed               | 1          | 101101111101110      | 15
rival                | 1          | 101110101010110      | 15
scoop                | 1          | 101101111101100      | 15
appeared             | 1          | 101100111100110      | 15
afternoon            | 1          | 101010101010000      | 15
latter               | 1          | 101000110011100      | 15
Hence                | 1          | 101000110011011      | 15
legitimate           | 1          | 101000110011010      | 15
PREPARING            | 1          | 101100111100100      | 15
COPY                 | 1          | 101010101010110      | 15
preparation          | 1          | 101000111110000      | 15
invariable           | 1          | 101001100010001      | 15
nowadays             | 1          | 101001100010000      | 15
rush                 | 1          | 101010100000011      | 15
precious             | 1          | 101010101010101      | 15
wasted               | 1          | 101000110010001      | 15
handwritten          | 1          | 101000110010000      | 15
manuscript           | 1          | 101010111101001      | 15
legible              | 1          | 101010111101000      | 15
standard             | 1          | 101101001100110      | 15
neatness             | 1          | 101101011010100      | 15
legibility           | 1          | 100101111100001      | 15
double               | 1          | 100101111100000      | 15
spaced               | 1          | 101010110111110      | 15
spaces               | 1          | 101010110111101      | 15
Paragraphs           | 1          | 101010110111100      | 15
indented             | 1          | 101010111110011      | 15
half                 | 1          | 101010111110010      | 15
recognized           | 1          | 101000000011000      | 15
comma                | 1          | 101000111111101      | 15
evident              | 1          | 101000111111100      | 15
cross                | 1          | 101110101010010      | 15
dot                  | 1          | 101000111111010      | 15
horizontal           | 1          | 101000111111000      | 15
beneath              | 1          | 101000110111000      | 15
oblique              | 1          | 101101111111000      | 15
erased               | 1          | 101110100001100      | 15
Reporters            | 1          | 101110100001010      | 15
haven                | 1          | 101000110111101      | 15
erasers              | 1          | 101110100110011      | 15
obliterated          | 1          | 101110100110010      | 15
soft                 | 1          | 101000000011110      | 15
pencil               | 1          | 101000000011101      | 15
numeral              | 1          | 101110000011111      | 15
nine                 | 1          | 101110000011110      | 15
abbreviations        | 1          | 101001100000001      | 15
Only                 | 1          | 101001100000000      | 15
string               | 1          | 100101111110011      | 15
separated            | 1          | 100101111110001      | 15
writes               | 1          | 100101111110000      | 15
bottom               | 1          | 100101111100101      | 15
MORE                 | 1          | 100101111100100      | 15
ADD                  | 1          | 101000111101110      | 15
ELECTION             | 1          | 101000111000011      | 15
RETURNS              | 1          | 101000111000010      | 15
puts                 | 1          | 101000111000000      | 15
symbol               | 1          | 101000111101101      | 15
close                | 1          | 101001000010000      | 15
sign                 | 1          | 101000111101010      | 15
telegraph            | 1          | 101000111101001      | 15
code                 | 1          | 101010101101111      | 15
GETTING              | 1          | 101010101101110      | 15
gathering            | 1          | 101011101100001      | 15
amiss                | 1          | 101011101100000      | 15
SCHEDULE             | 1          | 101001000010011      | 15
witnessing           | 1          | 101010101101101      | 15
event                | 1          | 101110100110100      | 15
social               | 1          | 101100000110111      | 15
interviews           | 1          | 101100000110110      | 15
hosts                | 1          | 101001001100001      | 15
occurrences          | 1          | 101001001100000      | 15
unexpectedly         | 1          | 101100101000111      | 15
perforce             | 1          | 101100010110011      | 15
limits               | 1          | 101100101000001      | 15
schedule             | 1          | 101100000010000      | 15
pre                  | 1          | 101100101000011      | 15
quick                | 1          | 101000111100011      | 15
advertised           | 1          | 101100000010111      | 15
ahead                | 1          | 101001001111010      | 15
obtained             | 1          | 101100000010010      | 15
recorded             | 1          | 101001000001010      | 15
Deeds                | 1          | 101001000001111      | 15
mortgages            | 1          | 101001001001000      | 15
wills                | 1          | 101001001111001      | 15
transactions         | 1          | 101001001111000      | 15
advantage            | 1          | 101100000110101      | 15
eyes                 | 1          | 101100000110100      | 15
Social               | 1          | 101001001001011      | 15
harder               | 1          | 101001001001010      | 15
restaurants          | 1          | 101100011001000      | 15
glad                 | 1          | 101001001001101      | 15
discreetly           | 1          | 101001001001100      | 15
lists                | 1          | 101110011001001      | 15
quarters             | 1          | 101110011001000      | 15
publicity            | 1          | 101100000110001      | 15
Caterers             | 1          | 101001001010011      | 15
fancy                | 1          | 101010010010001      | 15
bakers               | 1          | 101001001010010      | 15
averse               | 1          | 101011000100110      | 15
giving               | 1          | 101001001010000      | 15
dates                | 1          | 101001001110001      | 15
orders               | 1          | 110100100111100      | 15
let                  | 1          | 101100011001010      | 15
abundance            | 1          | 101100011001001      | 15
Get                  | 1          | 101001001001110      | 15
circulation          | 1          | 101101000001011      | 15
popularity           | 1          | 101001000001101      | 15
objects              | 1          | 101001000001100      | 15
Wherever             | 1          | 101100011001110      | 15
garner               | 1          | 101100011001101      | 15
grab                 | 1          | 101100011001100      | 15
Write                | 1          | 101010010010111      | 15
tablets              | 1          | 101010010010101      | 15
GET                  | 1          | 101010010010100      | 15
NAMES                | 1          | 101001001110101      | 15
correctly            | 1          | 101001001110100      | 15
believe              | 1          | 110001111000011      | 15
misspelled           | 1          | 101011000100111      | 15
habitually           | 1          | 101101100011100      | 15
ruin                 | 1          | 101101110111101      | 15
shop                 | 1          | 101110000100011      | 15
UNEXPECTED           | 1          | 101001001110000      | 15
supposed             | 1          | 101100101011110      | 15
uninitiated          | 1          | 101101110111111      | 15
record               | 1          | 101101110111110      | 15
press                | 1          | 101101000000010      | 15
among                | 1          | 101101000000001      | 15
Policemen            | 1          | 101001111111011      | 15
communities          | 1          | 101110100101111      | 15
respects             | 1          | 101001111111000      | 15
tactful              | 1          | 101110001110111      | 15
blue                 | 1          | 101110001110110      | 15
couple               | 1          | 101101000001001      | 15
hours                | 1          | 101101000001000      | 15
attempts             | 1          | 101101001011111      | 15
Fire                 | 1          | 101101001011110      | 15
ambulance            | 1          | 101000000110011      | 15
Hospitals            | 1          | 101000000110010      | 15
undertakers          | 1          | 101001110010000      | 15
coroner              | 1          | 101000000110001      | 15
ministers            | 1          | 101011000100101      | 15
club                 | 1          | 101011000100100      | 15
registration         | 1          | 101010101111010      | 15
railways             | 1          | 101101001011001      | 15
markets              | 1          | 101101001101010      | 15
exchanges            | 1          | 101101001011000      | 15
wharves              | 1          | 101011000100001      | 15
schools              | 1          | 101110010101111      | 15
Doctors              | 1          | 101110101110011      | 15
hospitals            | 1          | 101110010101110      | 15
localities           | 1          | 101110010101100      | 15
regular              | 1          | 101011101110010      | 15
gatherers            | 1          | 101110000110111      | 15
storers              | 1          | 101110000110110      | 15
beat                 | 1          | 101110000110100      | 15
visited              | 1          | 101110101011111      | 15
periodically         | 1          | 101011000111101      | 15
gathered             | 1          | 101110010011001      | 15
layman               | 1          | 101011000111111      | 15
shock                | 1          | 101110010011000      | 15
docketed             | 1          | 110001111000001      | 15
officially           | 1          | 110001111000000      | 15
godsend              | 1          | 101101100011110      | 15
task                 | 1          | 101101100011011      | 15
everywhere           | 1          | 101101100011010      | 15
Much                 | 1          | 101101100011101      | 15
spent                | 1          | 101011111011101      | 15
gaining              | 1          | 101101100011001      | 15
ounce                | 1          | 101101100001001      | 15
tact                 | 1          | 101001111010001      | 15
knowledge            | 1          | 101101010101011      | 15
possesses            | 1          | 101001111010000      | 15
INTERVIEWING         | 1          | 101110010110000      | 15
though               | 1          | 101001110111100      | 15
formal               | 1          | 101110010000110      | 15
tasks                | 1          | 101110000100001      | 15
useful               | 1          | 101110000100000      | 15
washerwoman          | 1          | 101010101011111      | 15
bank                 | 1          | 101110010000011      | 15
president            | 1          | 101010101011110      | 15
questioned           | 1          | 101101010101000      | 15
universally          | 1          | 101000000000000      | 15
waste                | 1          | 101101010100101      | 15
Have                 | 1          | 101010101011100      | 15
technical            | 1          | 101001111010010      | 15
practical            | 1          | 101010010100111      | 15
training             | 1          | 101110000101010      | 15
constitutes          | 1          | 101101000001101      | 15
aim                  | 1          | 101101000001100      | 15
prepared             | 1          | 101110000101000      | 15
hopes                | 1          | 101101000001111      | 15
Who                  | 1          | 101101000001110      | 15
definite             | 1          | 101011001001000      | 15
tackling             | 1          | 101001111111001      | 15
busy                 | 1          | 101001110110101      | 15
executive            | 1          | 101001110110100      | 15
exact                | 1          | 101110101111110      | 15
points               | 1          | 101001010101101      | 15
wishes               | 1          | 101001010101100      | 15
holds                | 1          | 101001110010100      | 15
organizes            | 1          | 101110101111011      | 15
loquacious           | 1          | 101011010111111      | 15
led                  | 1          | 101110101111101      | 15
astray               | 1          | 101000011010000      | 15
fields               | 1          | 101110101111100      | 15
forced               | 1          | 101001111010100      | 15
comment              | 1          | 101001110010011      | 15
jotting              | 1          | 101001110010001      | 15
interviewing         | 1          | 101011110100110      | 15
difficulty           | 1          | 101011000100011      | 15
fright               | 1          | 101000001111101      | 15
clam                 | 1          | 101010101111111      | 15
presence             | 1          | 101010101111110      | 15
jot                  | 1          | 101001111110111      | 15
notations            | 1          | 101001111110110      | 15
leaving              | 1          | 101011100000100      | 15
Over                 | 1          | 101001111001011      | 15
speaking             | 1          | 101001111001000      | 15
GENERAL              | 1          | 101010101111011      | 15
identity             | 1          | 101101001110101      | 15
corpse               | 1          | 101010101111001      | 15
expression           | 1          | 101010101111000      | 15
unidentified         | 1          | 101101001101001      | 15
Similarly            | 1          | 101101001101000      | 15
eventually           | 1          | 101110010111111      | 15
grouped              | 1          | 101110010111110      | 15
heads                | 1          | 101110100010001      | 15
incline              | 1          | 101110100010010      | 15
leaning              | 1          | 101110101110001      | 15
respectively         | 1          | 101110101110000      | 15
inspection           | 1          | 101100010100110      | 15
suffice              | 1          | 101011101110011      | 15
show                 | 1          | 101110100010101      | 15
belongs              | 1          | 101110100010100      | 15
House                | 1          | 101011101110001      | 15
initials             | 1          | 101011101110000      | 15
Street               | 1          | 101100000011110      | 15
Avenue               | 1          | 101110010010110      | 15
Often                | 1          | 101110010111100      | 15
President            | 1          | 101110101011100      | 15
Secretary            | 1          | 101110010011100      | 15
College              | 1          | 101001010101010      | 15
Wisconsin            | 1          | 101010010111110      | 15
Oberlin              | 1          | 101001010101001      | 15
established          | 1          | 101001010101000      | 15
familiarize          | 1          | 101001010101111      | 15
Also                 | 1          | 101011111010001      | 15
permit               | 1          | 101100000100111      | 15
tolerate             | 1          | 101011111010000      | 15
entirely             | 1          | 101011111011001      | 15
personal             | 1          | 101011111011000      | 15
authority            | 1          | 101110010111001      | 15
memorized            | 1          | 101110010111000      | 15
complied             | 1          | 101010000100010      | 15
dwelt                | 1          | 101010010101100      | 15
Attention            | 1          | 101110010110110      | 15
hanging              | 1          | 101011111011111      | 15
carefully            | 1          | 101011111011110      | 15
brakes               | 1          | 101110010110001      | 15
car                  | 1          | 101110010001011      | 15
skidded              | 1          | 101110010001010      | 15
dodge                | 1          | 101110010001001      | 15
referred             | 1          | 101000001001101      | 15
inasmuch             | 1          | 101000001001111      | 15
refers               | 1          | 101010000110100      | 15
joining              | 1          | 101011111011011      | 15
plural               | 1          | 101011111011010      | 15
Each                 | 1          | 101100011111110      | 15
culverts             | 1          | 101101010101001      | 15
investigated         | 1          | 101010110001011      | 15
pronoun              | 1          | 101011001000101      | 15
handbook             | 1          | 101101010100100      | 15
Wooley               | 1          | 101001000110000      | 15
host                 | 1          | 101011101000010      | 15
stumbling            | 1          | 101100011111010      | 15
blocks               | 1          | 101000110110101      | 15
abbreviation         | 1          | 101011101000000      | 15
incorrect            | 1          | 101100110100001      | 15
Reverend             | 1          | 101000110110001      | 15
Henry                | 1          | 101010000010001      | 15
omitted              | 1          | 101000110110000      | 15
Walter               | 1          | 101010010100100      | 15
Fight                | 1          | 101010110001001      | 15
shy                  | 1          | 101010110001000      | 15
trite                | 1          | 101110100011011      | 15
Keep                 | 1          | 101110100011010      | 15
slip                 | 1          | 101110100011101      | 15
hackneyed            | 1          | 101110100011001      | 15
edges                | 1          | 101011001001001      | 15
blunted              | 1          | 101000111010001      | 15
Elegant              | 1          | 101110011001110      | 15
charming             | 1          | 101010111011110      | 15
conventional         | 1          | 101011001000010      | 15
expected             | 1          | 101001111011100      | 15
realization          | 1          | 101100000000011      | 15
richness             | 1          | 101100000000010      | 15
desire               | 1          | 101110101111111      | 15
saving               | 1          | 101010000000001      | 15
Don                  | 1          | 101110011010101      | 15
fall                 | 1          | 101110011010100      | 15
stamp                | 1          | 101110011010011      | 15
Let                  | 1          | 100101111101110      | 15
branded              | 1          | 101110101000101      | 15
Interest             | 1          | 101011010111110      | 15
importance           | 1          | 101000011010001      | 15
lost                 | 1          | 101110101001001      | 15
sight                | 1          | 100101111101101      | 15
sooner               | 1          | 101100111110100      | 15
caste                | 1          | 100101111101100      | 15
innocent             | 1          | 101011110100011      | 15
enhance              | 1          | 101011110100010      | 15
insist               | 1          | 100101111101010      | 15
injecting            | 1          | 101011010111001      | 15
venial               | 1          | 101011010111000      | 15
spice                | 1          | 101011100011011      | 15
strong               | 1          | 101110011111110      | 15
exactly              | 1          | 101011100011010      | 15
After                | 1          | 101010001110000      | 15
trusting             | 1          | 101011110100000      | 15
democracy            | 1          | 101110001111110      | 15
polluted             | 1          | 101011100011101      | 15
source               | 1          | 101011100011100      | 15
contagion            | 1          | 101011110100111      | 15
finest               | 1          | 101110100100001      | 15
striving             | 1          | 101010101100000      | 15
imperative           | 1          | 101110100100000      | 15
_ACCURACY            | 1          | 101001100111000      | 15
FIRST_               | 1          | 101101100111011      | 15
Transcriber          | 1          | 101011100001101      | 15
Note                 | 1          | 101011100001011      | 15
Words                | 1          | 101010101100101      | 15
italics              | 1          | 101101011011110      | 15
surrounded           | 1          | 101010101100100      | 15
underscores          | 1          | 101011100000111      | 15
_like                | 1          | 101011100000110      | 15
this_                | 1          | 101101100100100      | 15
Obsolete             | 1          | 101011100000101      | 15
spelling             | 1          | 101011100000010      | 15
Obvious              | 1          | 101011100000001      | 15
wrong                | 1          | 101011101101101      | 15
corrected            | 1          | 101011101101100      | 15
Final                | 1          | 101011101101111      | 15
END                  | 1          | 101011101101010      | 15
Updated              | 1          | 101011101101000      | 15
replace              | 1          | 101010101100011      | 15
renamed              | 1          | 101011010101111      | 15
Creating             | 1          | 101100011011111      | 15
Special              | 1          | 101101111001101      | 15
creation             | 1          | 101011011010111      | 15
modified             | 1          | 101011110101010      | 15
ANYTHING             | 1          | 101001101011110      | 15
Redistribution       | 1          | 101011110101001      | 15
commercial           | 1          | 101001101011100      | 15
redistribution       | 1          | 101100010100111      | 15
PLEASE               | 1          | 101100010100101      | 15
READ                 | 1          | 101100100101011      | 15
BEFORE               | 1          | 101100100100011      | 15
DISTRIBUTE           | 1          | 101000100100011      | 15
USE                  | 1          | 101000100100010      | 15
WORK                 | 1          | 101000100100000      | 15
Full                 | 1          | 101100100100001      | 15
file                 | 1          | 101100100100000      | 15
Redistributing       | 1          | 101100000011111      | 15
accept               | 1          | 101100000011100      | 15
abide                | 1          | 101000100101000      | 15
cease                | 1          | 101100000001111      | 15
possession           | 1          | 101100000001100      | 15
preserve             | 1          | 101010010111111      | 15
PGLAF                | 1          | 101010100011111      | 15
compilation          | 1          | 101100011101001      | 15
Nearly               | 1          | 101100011101100      | 15
unprotected          | 1          | 101001111110011      | 15
claim                | 1          | 101100000111101      | 15
prevent              | 1          | 101100101010010      | 15
hope                 | 1          | 101001100011111      | 15
sharing              | 1          | 101001100011100      | 15
attached             | 1          | 101100000111000      | 15
share                | 1          | 101100001001110      | 15
others               | 1          | 101100000100110      | 15
govern               | 1          | 101100000100010      | 15
countries            | 1          | 101010010111011      | 15
downloading          | 1          | 101010110001110      | 15
representations      | 1          | 101101110011001      | 15
whenever             | 1          | 101101110011101      | 15
accessed             | 1          | 101101110011100      | 15
displayed            | 1          | 101101110011010      | 15
performed            | 1          | 101100001001011      | 15
viewed               | 1          | 101010010101111      | 15
derived              | 1          | 101010010101110      | 15
texts                | 1          | 101010010101101      | 15
charges              | 1          | 101101110010110      | 15
redistributing       | 1          | 101001010010111      | 15
imposed              | 1          | 101001010010100      | 15
Additional           | 1          | 101000010001100      | 15
linked               | 1          | 101100100011111      | 15
unlink               | 1          | 101100100011110      | 15
detach               | 1          | 101101110010101      | 15
containing           | 1          | 101010011110011      | 15
redistribute         | 1          | 101101110010100      | 15
convert              | 1          | 101010011110010      | 15
binary               | 1          | 101001000110011      | 15
